ITACOATIARA-AM,,,,,,,AM,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
ITAPIRANGA-AM,,,,,,,AM,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
MANACAPURU-AM,,,,,,,AM,,,-,,,,,,,,"3.170,85",,,,,,,,"3.170,85",,,,,,,"12.160,17",,,,,,,,,
MANAQUIRI-AM,,,,,,,AM,,,-,,,,,,,,"3.170,85",,,,,,,,"3.170,85",,,,,,,"12.160,17",,,,,,,,,
MANAUS-AM,,,,,,,AM,,,"1.481.385,13",,,,,,,,"92.064,21",,,,,,,,"1.573.449,34",,,,,,,"6.269.691,54",,,,,,,,,
PARINTINS-AM,,,,,,,AM,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
SILVES-AM,,,,,,,AM,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
TEFE-AM,,,,,,,AM,,,"155.181,24",,,,,,,,"116.385,93",,,,,,,,"271.567,17",,,,,,,"1.130.337,42",,,,,,,,,
URUCARA-AM,,,,,,,AM,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
URUCURITUBA-AM,,,,,,,AM,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"3.741.878,74",,,,,,,,"2.412.440,41",,,,,,,,"6.154.319,15",,,,,,,"24.083.557,22",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,AP,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
MACAPA-AP,,,,,,,AP,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
MAZAGAO-AP,,,,,,,AP,,,-,,,,,,,,"7.768,78",,,,,,,,"7.768,78",,,,,,,"33.728,70",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,,,,"23.306,34",,,,,,,,"23.306,34",,,,,,,"101.186,10",,,,,,,,,
ACAJUTIBA-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
ADUSTINA-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
AGUA FRIA-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
AIQUARA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
ALAGOINHAS-BA,,,,,,,BA,,,"430.500,69",,,,,,,,"252.166,90",,,,,,,,"682.667,59",,,,,,,"2.694.217,56",,,,,,,,,
ALCOBACA-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
ALMADINA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
AMARGOSA-BA,,,,,,,BA,,,"1.120,53",,,,,,,,-,,,,,,,,"1.120,53",,,,,,,"5.287,55",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
ANAGE-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
ANGUERA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
ANTAS-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
APORA-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
APUAREMA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
ARACAS-BA,,,,,,,BA,,,"266.048,51",,,,,,,,"136.938,05",,,,,,,,"402.986,56",,,,,,,"1.678.694,54",,,,,,,,,
ARACI-BA,,,,,,,BA,,,"1.236,45",,,,,,,,-,,,,,,,,"1.236,45",,,,,,,"5.834,53",,,,,,,,,
ARAMARI-BA,,,,,,,BA,,,"1.087,63",,,,,,,,"132,23",,,,,,,,"1.219,86",,,,,,,"5.720,79",,,,,,,,,
ARATACA-BA,,,,,,,BA,,,"811,42",,,,,,,,-,,,,,,,,"811,42",,,,,,,"3.828,91",,,,,,,,,
ARATUIPE-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
AURELINO LEAL-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
BANZAE-BA,,,,,,,BA,,,"811,42",,,,,,,,-,,,,,,,,"811,42",,,,,,,"3.828,91",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,BA,,,"1.120,53",,,,,,,,-,,,,,,,,"1.120,53",,,,,,,"5.287,55",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
BARRO PRETO-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
BARROCAS-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
BELMONTE-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
BELO CAMPO-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
BIRITINGA-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
BOA NOVA-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,BA,,,"811,42",,,,,,,,-,,,,,,,,"811,42",,,,,,,"3.828,91",,,,,,,,,
BREJOES-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
CAATIBA-BA,,,,,,,BA,,,"811,42",,,,,,,,-,,,,,,,,"811,42",,,,,,,"3.828,91",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
CACHOEIRA-BA,,,,,,,BA,,,"1.120,53",,,,,,,,-,,,,,,,,"1.120,53",,,,,,,"5.287,55",,,,,,,,,
CAEM-BA,,,,,,,BA,,,"811,42",,,,,,,,-,,,,,,,,"811,42",,,,,,,"3.828,91",,,,,,,,,
CAETANOS-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
CAIRU-BA,,,,,,,BA,,,"29.032,45",,,,,,,,"298.657,86",,,,,,,,"327.690,31",,,,,,,"1.562.546,55",,,,,,,,,
CAMACAN-BA,,,,,,,BA,,,"1.081,89",,,,,,,,-,,,,,,,,"1.081,89",,,,,,,"5.105,21",,,,,,,,,
CAMACARI-BA,,,,,,,BA,,,"1.794,59",,,,,,,,"104,59",,,,,,,,"1.899,18",,,,,,,"8.917,74",,,,,,,,,
CAMAMU-BA,,,,,,,BA,,,"1.120,53",,,,,,,,-,,,,,,,,"1.120,53",,,,,,,"5.287,55",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,BA,,,"1.120,53",,,,,,,,-,,,,,,,,"1.120,53",,,,,,,"5.287,55",,,,,,,,,
CANDEAL-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
CANDEIAS-BA,,,,,,,BA,,,"218.289,76",,,,,,,,"257.188,70",,,,,,,,"475.478,46",,,,,,,"2.052.134,71",,,,,,,,,
CANDIDO SALES-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
CANSANCAO-BA,,,,,,,BA,,,"1.120,53",,,,,,,,-,,,,,,,,"1.120,53",,,,,,,"5.287,55",,,,,,,,,
CANUDOS-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
CARAVELAS-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,BA,,,"130.775,26",,,,,,,,"40.482,07",,,,,,,,"171.257,33",,,,,,,"651.295,44",,,,,,,,,
CASTRO ALVES-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
CATU-BA,,,,,,,BA,,,"181.871,29",,,,,,,,"95.944,30",,,,,,,,"277.815,59",,,,,,,"1.134.315,96",,,,,,,,,
CICERO DANTAS-BA,,,,,,,BA,,,"1.081,89",,,,,,,,-,,,,,,,,"1.081,89",,,,,,,"5.105,21",,,,,,,,,
CIPO-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
COARACI-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,BA,,,"1.275,08",,,,,,,,-,,,,,,,,"1.275,08",,,,,,,"6.016,85",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
CONDE-BA,,,,,,,BA,,,"3.109,78",,,,,,,,"1.357,83",,,,,,,,"4.467,61",,,,,,,"18.124,23",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
CRISOPOLIS-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,BA,,,"1.236,45",,,,,,,,-,,,,,,,,"1.236,45",,,,,,,"5.834,53",,,,,,,,,
DARIO MEIRA-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,BA,,,"1.236,45",,,,,,,,-,,,,,,,,"1.236,45",,,,,,,"5.834,53",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
ENTRE RIOS-BA,,,,,,,BA,,,"268.601,30",,,,,,,,"171.469,27",,,,,,,,"440.070,57",,,,,,,"1.731.265,10",,,,,,,,,
ESPLANADA-BA,,,,,,,BA,,,"545.679,17",,,,,,,,"376.134,38",,,,,,,,"921.813,55",,,,,,,"3.641.442,39",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,BA,,,"1.275,08",,,,,,,,-,,,,,,,,"1.275,08",,,,,,,"6.016,85",,,,,,,,,
EUNAPOLIS-BA,,,,,,,BA,,,"1.391,00",,,,,,,,-,,,,,,,,"1.391,00",,,,,,,"6.563,85",,,,,,,,,
FATIMA-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,BA,,,"1.545,56",,,,,,,,-,,,,,,,,"1.545,56",,,,,,,"7.293,17",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,BA,,,"811,42",,,,,,,,-,,,,,,,,"811,42",,,,,,,"3.828,91",,,,,,,,,
GANDU-BA,,,,,,,BA,,,"1.081,89",,,,,,,,-,,,,,,,,"1.081,89",,,,,,,"5.105,21",,,,,,,,,
GAVIAO-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
GLORIA-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
GONGOGI-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,BA,,,"965,97",,,,,,,,-,,,,,,,,"965,97",,,,,,,"4.558,22",,,,,,,,,
GUARATINGA-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
HELIOPOLIS-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
IACU-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
IBICARAI-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
IBICUI-BA,,,,,,,BA,,,"888,69",,,,,,,,-,,,,,,,,"888,69",,,,,,,"4.193,56",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIQUERA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
IBIRAPUA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
IBIRATAIA-BA,,,,,,,BA,,,"1.004,61",,,,,,,,-,,,,,,,,"1.004,61",,,,,,,"4.740,55",,,,,,,,,
ICHU-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
IGRAPIUNA-BA,,,,,,,BA,,,"850,05",,,,,,,,-,,,,,,,,"850,05",,,,,,,"4.011,23",,,,,,,,,
IGUAI-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
ILHEUS-BA,,,,,,,BA,,,"1.545,56",,,,,,,,-,,,,,,,,"1.545,56",,,,,,,"7.293,17",,,,,,,,,
INHAMBUPE-BA,,,,,,,BA,,,"1.859,09",,,,,,,,"376,66",,,,,,,,"2.235,75",,,,,,,"11.117,94",,,,,,,,,
IPECAETA-BA,,,,,,,BA,,,"927,33",,,,,,,,-,,,,,,,,"927,33",,,,,,,"4.375,89",,,,,,,,,
IPIAU-BA,,,,,,,BA,,,"1.197,81",,,,,,,,-,,,,,,,,"1.197,81",,,,,,,"5.652,20",,,,,,,,,
IPIRA-BA,,,,,,,BA,,,"1.275,08",,,,,,,,-,,,,,,,,"1.275,08",,,,,,,"6.016,85",,,,,,,,,
IRAJUBA-BA,,,,,,,BA,,,"772,78",,,,,,,,-,,,,,,,,"772,78",,,,,,,"3.646,58",,,,,,,,,
IRARA-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
ITABELA-BA,,,,,,,BA,,,"1.043,25",,,,,,,,-,,,,,,,,"1.043,25",,,,,,,"4.922,88",,,,,,,,,
ITABERABA-BA,,,,,,,BA,,,"1.275,08",,,,,,,,-,,,,,,,,"1.275,08",,,,,,,"6.016,85",,,,,,,,,
ITABUNA-BA,,,,,,,BA,,,"1.545,56",,,,,,,,-,,,,,,,,"1.545,56",,,,,,,"7.293,17",,,,,,,,,
