MARECHAL DEODORO-AL,,,,,,,,AL,,"129.780,88",,,,,"98.602,50",,,,,,,,"228.383,38",,,,,,,,"1.168.349,94",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,"625,43",,,,,-,,,,,,,,"625,43",,,,,,,,"3.923,09",,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,"553,26",,,,,-,,,,,,,,"553,26",,,,,,,,"3.382,91",,,,,,,,,
MURICI-AL,,,,,,,,AL,,"649,48",,,,,-,,,,,,,,"649,48",,,,,,,,"3.971,25",,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,"529,21",,,,,-,,,,,,,,"529,21",,,,,,,,"3.136,91",,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,"505,15",,,,,"10.614,42",,,,,,,,"11.119,57",,,,,,,,"55.797,70",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,"553,26",,,,,-,,,,,,,,"553,26",,,,,,,,"3.283,99",,,,,,,,,
PENEDO-AL,,,,,,,,AL,,"793,81",,,,,-,,,,,,,,"793,81",,,,,,,,"4.853,75",,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,"577,32",,,,,-,,,,,,,,"577,32",,,,,,,,"3.530,00",,,,,,,,,
PILAR-AL,,,,,,,,AL,,"103.252,17",,,,,"66.147,71",,,,,,,,"169.399,88",,,,,,,,"892.934,93",,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,"481,10",,,,,-,,,,,,,,"481,10",,,,,,,,"2.941,67",,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,"649,48",,,,,-,,,,,,,,"649,48",,,,,,,,"3.971,25",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,"481,10",,,,,-,,,,,,,,"481,10",,,,,,,,"3.040,58",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,"601,37",,,,,-,,,,,,,,"601,37",,,,,,,,"3.578,16",,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,"18.921,78",,,,,"11.677,02",,,,,,,,"30.598,80",,,,,,,,"120.063,58",,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,"82.639,60",,,,,"921,49",,,,,,,,"83.561,09",,,,,,,,"448.893,36",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,"82.065,15",,,,,"385,58",,,,,,,,"82.450,73",,,,,,,,"440.087,21",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,"505,15",,,,,-,,,,,,,,"505,15",,,,,,,,"3.088,74",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,"625,43",,,,,-,,,,,,,,"625,43",,,,,,,,"3.824,17",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,"697,59",,,,,-,,,,,,,,"697,59",,,,,,,,"4.166,49",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,"310.097,27",,,,,"207.228,58",,,,,,,,"517.325,85",,,,,,,,"2.858.051,54",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,"481,10",,,,,-,,,,,,,,"481,10",,,,,,,,"2.941,67",,,,,,,,,
SATUBA-AL,,,,,,,,AL,,"15.936,54",,,,,"9.922,22",,,,,,,,"25.858,76",,,,,,,,"168.694,32",,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,"745,70",,,,,-,,,,,,,,"745,70",,,,,,,,"4.559,59",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,"793,81",,,,,-,,,,,,,,"793,81",,,,,,,,"4.853,75",,,,,,,,,
VICOSA-AL,,,,,,,,AL,,"649,48",,,,,-,,,,,,,,"649,48",,,,,,,,"3.971,25",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,"2.740.667,79",,,,,"520.460,02",,,,,,,,"3.261.127,81",,,,,,,,"17.537.143,48",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
ANORI-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
BERURI-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
COARI-AM,,,,,,,,AM,,"2.589.031,93",,,,,"2.587.147,64",,,,,,,,"5.176.179,57",,,,,,,,"26.562.391,95",,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,-,,,,,"3.442,66",,,,,,,,"3.442,66",,,,,,,,"19.115,75",,,,,,,,,
MANAUS-AM,,,,,,,,AM,,"1.741.929,36",,,,,"137.087,69",,,,,,,,"1.879.017,05",,,,,,,,"10.042.454,14",,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
SILVES-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
TEFE-AM,,,,,,,,AM,,-,,,,,-,,,,,,,,-,,,,,,,,"1.130.337,42",,,,,,,,,
URUCARA-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"4.330.961,29",,,,,"2.841.531,83",,,,,,,,"7.172.493,12",,,,,,,,"38.348.058,54",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
MACAPA-AP,,,,,,,,AP,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,-,,,,,"10.355,32",,,,,,,,"10.355,32",,,,,,,,"53.229,42",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,"31.065,96",,,,,,,,"31.065,96",,,,,,,,"159.688,26",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.252,72",,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.252,72",,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.252,72",,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,"524.272,74",,,,,"310.082,29",,,,,,,,"834.355,03",,,,,,,,"4.330.116,83",,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.755,53",,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.623,02",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"5.983,91",,,,,,,,,
ANAGE-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.613,64",,,,,,,,,
ANTAS-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.481,10",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.978,29",,,,,,,,,
APORA-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.481,10",,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
ARACAS-BA,,,,,,,,BA,,"313.481,61",,,,,"161.456,30",,,,,,,,"474.937,91",,,,,,,,"2.639.146,02",,,,,,,,,
ARACI-BA,,,,,,,,BA,,"689,33",,,,,-,,,,,,,,"689,33",,,,,,,,"7.308,15",,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,"801,99",,,,,"146,84",,,,,,,,"948,83",,,,,,,,"7.650,66",,,,,,,,,
ARATACA-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.795,97",,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,"473,91",,,,,-,,,,,,,,"473,91",,,,,,,,"5.206,67",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
BANZAE-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.795,97",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.623,02",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.070,39",,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.298,77",,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.070,39",,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.435,05",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.481,10",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.795,97",,,,,,,,,
BREJOES-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.070,39",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,"538,54",,,,,-,,,,,,,,"538,54",,,,,,,,"5.709,48",,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.795,97",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.481,10",,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.623,02",,,,,,,,,
CAEM-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.795,97",,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,"473,91",,,,,-,,,,,,,,"473,91",,,,,,,,"5.024,34",,,,,,,,,
CAIRU-BA,,,,,,,,BA,,"16.685,64",,,,,"159.043,75",,,,,,,,"175.729,39",,,,,,,,"1.939.956,93",,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,"603,16",,,,,-,,,,,,,,"603,16",,,,,,,,"6.394,62",,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,"1.149,57",,,,,"120,92",,,,,,,,"1.270,49",,,,,,,,"11.507,54",,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.623,02",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.623,02",,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,"230.108,93",,,,,"364.126,68",,,,,,,,"594.235,61",,,,,,,,"3.233.537,13",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.623,02",,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.252,72",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.978,29",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,"141.983,07",,,,,"39.486,06",,,,,,,,"181.469,13",,,,,,,,"1.041.671,11",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
CATU-BA,,,,,,,,BA,,"217.383,54",,,,,"115.676,81",,,,,,,,"333.060,35",,,,,,,,"1.806.574,04",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,"624,71",,,,,-,,,,,,,,"624,71",,,,,,,,"6.440,68",,,,,,,,,
CIPO-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.252,72",,,,,,,,,
COARACI-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.755,53",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.481,10",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,"710,87",,,,,-,,,,,,,,"710,87",,,,,,,,"7.536,52",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,"603,16",,,,,-,,,,,,,,"603,16",,,,,,,,"6.212,29",,,,,,,,,
CONDE-BA,,,,,,,,BA,,"5.948,31",,,,,"3.475,41",,,,,,,,"9.423,72",,,,,,,,"33.180,90",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.663,43",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.755,53",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,"710,87",,,,,-,,,,,,,,"710,87",,,,,,,,"7.354,20",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,"473,91",,,,,-,,,,,,,,"473,91",,,,,,,,"5.024,34",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,"732,41",,,,,-,,,,,,,,"732,41",,,,,,,,"7.400,25",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,"336.066,89",,,,,"214.999,94",,,,,,,,"551.066,83",,,,,,,,"2.826.126,28",,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,"641.592,57",,,,,"441.289,72",,,,,,,,"1.082.882,29",,,,,,,,"5.847.829,99",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,"710,87",,,,,-,,,,,,,,"710,87",,,,,,,,"7.536,52",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,"797,04",,,,,-,,,,,,,,"797,04",,,,,,,,"8.267,72",,,,,,,,,
FATIMA-BA,,,,,,,,BA,,"517,00",,,,,-,,,,,,,,"517,00",,,,,,,,"5.663,43",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,"861,66",,,,,-,,,,,,,,"861,66",,,,,,,,"9.135,19",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,"452,37",,,,,-,,,,,,,,"452,37",,,,,,,,"4.795,97",,,,,,,,,
GANDU-BA,,,,,,,,BA,,"603,16",,,,,-,,,,,,,,"603,16",,,,,,,,"6.394,62",,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
GLORIA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.070,39",,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,"538,54",,,,,-,,,,,,,,"538,54",,,,,,,,"5.709,48",,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,"473,91",,,,,-,,,,,,,,"473,91",,,,,,,,"5.206,67",,,,,,,,,
IACU-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
IBICUI-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.252,72",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,"538,54",,,,,-,,,,,,,,"538,54",,,,,,,,"5.891,81",,,,,,,,,
ICHU-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,"473,91",,,,,-,,,,,,,,"473,91",,,,,,,,"5.024,34",,,,,,,,,
IGUAI-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,"861,66",,,,,-,,,,,,,,"861,66",,,,,,,,"9.135,19",,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,"1.133,71",,,,,"248,60",,,,,,,,"1.382,31",,,,,,,,"13.737,62",,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.435,05",,,,,,,,,
IPIAU-BA,,,,,,,,BA,,"667,79",,,,,-,,,,,,,,"667,79",,,,,,,,"7.079,77",,,,,,,,,
IPIRA-BA,,,,,,,,BA,,"710,87",,,,,-,,,,,,,,"710,87",,,,,,,,"7.536,52",,,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
IRARA-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
ITABELA-BA,,,,,,,,BA,,"603,16",,,,,-,,,,,,,,"603,16",,,,,,,,"6.212,29",,,,,,,,,
ITABERABA-BA,,,,,,,,BA,,"710,87",,,,,-,,,,,,,,"710,87",,,,,,,,"7.536,52",,,,,,,,,
ITABUNA-BA,,,,,,,,BA,,"861,66",,,,,-,,,,,,,,"861,66",,,,,,,,"9.135,19",,,,,,,,,
ITACARE-BA,,,,,,,,BA,,"581,62",,,,,-,,,,,,,,"581,62",,,,,,,,"6.166,24",,,,,,,,,
ITAGI-BA,,,,,,,,BA,,"473,91",,,,,-,,,,,,,,"473,91",,,,,,,,"5.024,34",,,,,,,,,
ITAGIBA-BA,,,,,,,,BA,,"495,45",,,,,-,,,,,,,,"495,45",,,,,,,,"5.435,05",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
ITAJUIPE-BA,,,,,,,,BA,,"560,08",,,,,-,,,,,,,,"560,08",,,,,,,,"5.937,86",,,,,,,,,
ITAMARAJU-BA,,,,,,,,BA,,"710,87",,,,,-,,,,,,,,"710,87",,,,,,,,"7.718,86",,,,,,,,,
ITAMARI-BA,,,,,,,,BA,,"430,83",,,,,-,,,,,,,,"430,83",,,,,,,,"4.567,59",,,,,,,,,
