SILVES-AM,,,,,,,,,AM,,-,,,,,"10.050,35",,,,,,"10.050,35",,,,,,,"80.701,65",,,,,,,,,
TEFE-AM,,,,,,,,,AM,,"448.182,87",,,,,"305.929,17",,,,,,"754.112,04",,,,,,,"2.267.894,37",,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,"10.050,35",,,,,,"10.050,35",,,,,,,"80.701,65",,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,"10.050,35",,,,,,"10.050,35",,,,,,,"80.701,65",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"4.678.792,63",,,,,"3.121.856,25",,,,,,"7.800.648,88",,,,,,,"60.003.740,99",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,"10.050,35",,,,,,"10.050,35",,,,,,,"80.701,65",,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,"10.050,35",,,,,,"10.050,35",,,,,,,"80.701,65",,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,"10.050,35",,,,,,"10.050,35",,,,,,,"80.701,64",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,"30.151,05",,,,,,"30.151,05",,,,,,,"242.104,94",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.872,79",,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.872,79",,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.872,79",,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"500.150,55",,,,,"309.754,70",,,,,,"809.905,25",,,,,,,"6.723.678,11",,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.717,36",,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.926,60",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.059,65",,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.005,87",,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.215,10",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.370,52",,,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.215,10",,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"295.629,49",,,,,"150.574,12",,,,,,"446.203,61",,,,,,,"3.978.061,98",,,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.339,99",,,,,-,,,,,,"1.339,99",,,,,,,"10.953,48",,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"1.136,67",,,,,"108,07",,,,,,"1.244,74",,,,,,,"12.187,22",,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.188,20",,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"921,24",,,,,-,,,,,,"921,24",,,,,,,"7.712,82",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.188,20",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.926,60",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.690,46",,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.032,77",,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.690,46",,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"8.055,12",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.215,10",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.188,20",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.690,46",,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.046,86",,,,,-,,,,,,"1.046,86",,,,,,,"8.557,39",,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.188,20",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.215,10",,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.926,60",,,,,,,,,
CAEM-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.188,20",,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"921,24",,,,,-,,,,,,"921,24",,,,,,,"7.530,49",,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"32.435,00",,,,,"323.702,47",,,,,,"356.137,47",,,,,,,"2.901.742,51",,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.172,49",,,,,-,,,,,,"1.172,49",,,,,,,"9.584,28",,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"3.084,02",,,,,"591,79",,,,,,"3.675,81",,,,,,,"20.262,39",,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.926,60",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.926,60",,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"250.229,03",,,,,"303.028,70",,,,,,"553.257,73",,,,,,,"5.058.520,35",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.926,60",,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.872,79",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.370,52",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"138.936,22",,,,,"40.577,04",,,,,,"179.513,26",,,,,,,"1.581.091,47",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
CATU-BA,,,,,,,,,BA,,"211.573,97",,,,,"98.069,52",,,,,,"309.643,49",,,,,,,"2.729.922,78",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.214,36",,,,,-,,,,,,"1.214,36",,,,,,,"9.744,26",,,,,,,,,
CIPO-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.872,79",,,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.717,36",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.215,10",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"1.381,86",,,,,-,,,,,,"1.381,86",,,,,,,"11.295,76",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.172,49",,,,,-,,,,,,"1.172,49",,,,,,,"9.401,95",,,,,,,,,
CONDE-BA,,,,,,,,,BA,,"6.067,97",,,,,"3.211,60",,,,,,"9.279,57",,,,,,,"63.040,35",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.397,43",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.717,36",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"1.381,86",,,,,-,,,,,,"1.381,86",,,,,,,"11.113,44",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"921,24",,,,,-,,,,,,"921,24",,,,,,,"7.530,49",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"1.423,73",,,,,-,,,,,,"1.423,73",,,,,,,"11.273,40",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"303.171,17",,,,,"192.973,97",,,,,,"496.145,14",,,,,,,"4.396.569,82",,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"590.470,58",,,,,"403.639,40",,,,,,"994.109,98",,,,,,,"8.868.444,96",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"1.381,86",,,,,-,,,,,,"1.381,86",,,,,,,"11.295,76",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"1.549,36",,,,,-,,,,,,"1.549,36",,,,,,,"12.482,63",,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.004,99",,,,,-,,,,,,"1.004,99",,,,,,,"8.397,43",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"1.674,98",,,,,-,,,,,,"1.674,98",,,,,,,"13.691,84",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"879,36",,,,,-,,,,,,"879,36",,,,,,,"7.188,20",,,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.172,49",,,,,-,,,,,,"1.172,49",,,,,,,"9.584,28",,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.690,46",,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.046,86",,,,,-,,,,,,"1.046,86",,,,,,,"8.557,39",,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"921,24",,,,,-,,,,,,"921,24",,,,,,,"7.712,82",,,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"7.872,79",,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.046,86",,,,,-,,,,,,"1.046,86",,,,,,,"8.739,72",,,,,,,,,
ICHU-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"921,24",,,,,-,,,,,,"921,24",,,,,,,"7.530,49",,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"1.674,98",,,,,-,,,,,,"1.674,98",,,,,,,"13.691,84",,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"2.560,52",,,,,"665,18",,,,,,"3.225,70",,,,,,,"22.750,93",,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"8.055,12",,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.298,11",,,,,-,,,,,,"1.298,11",,,,,,,"10.611,18",,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"1.381,86",,,,,-,,,,,,"1.381,86",,,,,,,"11.295,76",,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.172,49",,,,,-,,,,,,"1.172,49",,,,,,,"9.401,95",,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"1.381,86",,,,,-,,,,,,"1.381,86",,,,,,,"11.295,76",,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"1.674,98",,,,,-,,,,,,"1.674,98",,,,,,,"13.691,84",,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.130,61",,,,,-,,,,,,"1.130,61",,,,,,,"9.241,98",,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"921,24",,,,,-,,,,,,"921,24",,,,,,,"7.530,49",,,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"963,11",,,,,-,,,,,,"963,11",,,,,,,"8.055,12",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"8.899,69",,,,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,"1.381,86",,,,,-,,,,,,"1.381,86",,,,,,,"11.478,10",,,,,,,,,
ITAMARI-BA,,,,,,,,,BA,,"837,49",,,,,-,,,,,,"837,49",,,,,,,"6.845,91",,,,,,,,,
ITAMBE-BA,,,,,,,,,BA,,"1.088,74",,,,,-,,,,,,"1.088,74",,,,,,,"9.446,69",,,,,,,,,
ITANAGRA-BA,,,,,,,,,BA,,"93.443,72",,,,,"13.334,20",,,,,,"106.777,92",,,,,,,"944.651,85",,,,,,,,,
