ANORI-AM,,,,,AM,,,,,-,,,,,,,"2.099,40",,,,,,,"2.099,40",,,,,,,"27.926,19",,,,,,,
AUTAZES-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
BERURI-AM,,,,,AM,,,,,-,,,,,,,"2.099,40",,,,,,,"2.099,40",,,,,,,"27.926,19",,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
CAREIRO-AM,,,,,AM,,,,,-,,,,,,,"2.099,40",,,,,,,"2.099,40",,,,,,,"27.926,19",,,,,,,
COARI-AM,,,,,AM,,,,,"1.694.002,52",,,,,,,"1.590.916,35",,,,,,,"3.284.918,87",,,,,,,"43.365.069,27",,,,,,,
CODAJAS-AM,,,,,AM,,,,,-,,,,,,,"2.099,40",,,,,,,"2.099,40",,,,,,,"27.926,19",,,,,,,
IRANDUBA-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
ITACOATIARA-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
ITAPIRANGA-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
MANACAPURU-AM,,,,,AM,,,,,-,,,,,,,"2.099,40",,,,,,,"2.099,40",,,,,,,"27.926,19",,,,,,,
MANAQUIRI-AM,,,,,AM,,,,,-,,,,,,,"2.099,40",,,,,,,"2.099,40",,,,,,,"27.926,19",,,,,,,
MANAUS-AM,,,,,AM,,,,,"1.064.951,67",,,,,,,"96.377,36",,,,,,,"1.161.329,03",,,,,,,"14.630.580,52",,,,,,,
PARINTINS-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
SILVES-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
URUCARA-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
URUCURITUBA-AM,,,,,AM,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
AMAZONAS TOTAL,,,,,,,,,,"2.758.954,19",,,,,,,"1.764.772,07",,,,,,,"4.523.726,26",,,,,,,"58.915.188,79",,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
MACAPA-AP,,,,,AP,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
MAZAGAO-AP,,,,,AP,,,,,-,,,,,,,"6.975,84",,,,,,,"6.975,84",,,,,,,"80.450,63",,,,,,,
AMAPA TOTAL,,,,,,,,,,-,,,,,,,"20.927,52",,,,,,,"20.927,52",,,,,,,"241.351,89",,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
ADUSTINA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
AGUA FRIA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
AIQUARA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,,"197.213,37",,,,,,,"123.282,06",,,,,,,"320.495,43",,,,,,,"4.220.921,45",,,,,,,
AMARGOSA-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,,"77,86",,,,,,,-,,,,,,,"77,86",,,,,,,"1.051,42",,,,,,,
ANAGE-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
ANGUERA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ANTAS-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
APORA-BA,,,,,BA,,,,,"69,21",,,,,,,-,,,,,,,"69,21",,,,,,,"934,57",,,,,,,
APUAREMA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ARACAS-BA,,,,,BA,,,,,"213.682,62",,,,,,,"94.118,27",,,,,,,"307.800,89",,,,,,,"4.089.026,46",,,,,,,
ARACI-BA,,,,,BA,,,,,"89,40",,,,,,,-,,,,,,,"89,40",,,,,,,"1.207,18",,,,,,,
ARAMARI-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ARATUIPE-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
BANZAE-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,,"89,40",,,,,,,-,,,,,,,"89,40",,,,,,,"1.207,18",,,,,,,
BARROCAS-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,,"69,21",,,,,,,-,,,,,,,"69,21",,,,,,,"934,57",,,,,,,
BIRITINGA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
BOA NOVA-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
BREJOES-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
CAATIBA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
CACHOEIRA-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
CAEM-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
CAETANOS-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
CAMACARI-BA,,,,,BA,,,,,"225,59",,,,,,,"62,83",,,,,,,"288,42",,,,,,,"3.655,23",,,,,,,
CANDEAL-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
CANDEIAS-BA,,,,,BA,,,,,"216.545,86",,,,,,,"282.392,14",,,,,,,"498.938,00",,,,,,,"5.986.203,49",,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
CANSANCAO-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
CANUDOS-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,,"127.394,64",,,,,,,"36.556,33",,,,,,,"163.950,97",,,,,,,"2.103.089,12",,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,,"77,86",,,,,,,-,,,,,,,"77,86",,,,,,,"1.051,42",,,,,,,
CATU-BA,,,,,BA,,,,,"207.275,25",,,,,,,"109.325,09",,,,,,,"316.600,34",,,,,,,"4.482.334,84",,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
CIPO-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,,"69,21",,,,,,,-,,,,,,,"69,21",,,,,,,"934,57",,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,,"95,17",,,,,,,-,,,,,,,"95,17",,,,,,,"1.285,08",,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,,"77,86",,,,,,,-,,,,,,,"77,86",,,,,,,"1.051,42",,,,,,,
CONDE-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.080,95",,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,,"92,28",,,,,,,-,,,,,,,"92,28",,,,,,,"1.246,12",,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,,"89,40",,,,,,,-,,,,,,,"89,40",,,,,,,"1.207,18",,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,,"83,63",,,,,,,-,,,,,,,"83,63",,,,,,,"1.129,29",,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,,"208.412,95",,,,,,,"133.082,44",,,,,,,"341.495,39",,,,,,,"4.667.550,73",,,,,,,
ESPLANADA-BA,,,,,BA,,,,,"486.852,52",,,,,,,"308.937,13",,,,,,,"795.789,65",,,,,,,"9.801.044,68",,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,,"92,28",,,,,,,-,,,,,,,"92,28",,,,,,,"1.246,12",,,,,,,
FATIMA-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,,"115,35",,,,,,,-,,,,,,,"115,35",,,,,,,"1.557,67",,,,,,,
GAVIAO-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
GLORIA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,,"69,21",,,,,,,-,,,,,,,"69,21",,,,,,,"934,57",,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
IACU-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
IBIQUERA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICHU-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
INHAMBUPE-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
IPECAETA-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
IPIRA-BA,,,,,BA,,,,,"95,17",,,,,,,-,,,,,,,"95,17",,,,,,,"1.285,08",,,,,,,
IRAJUBA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
IRARA-BA,,,,,BA,,,,,"77,86",,,,,,,-,,,,,,,"77,86",,,,,,,"1.051,42",,,,,,,
ITABERABA-BA,,,,,BA,,,,,"95,17",,,,,,,-,,,,,,,"95,17",,,,,,,"1.285,08",,,,,,,
ITAGI-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
ITAMBE-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
ITANAGRA-BA,,,,,BA,,,,,"89.825,28",,,,,,,"13.797,95",,,,,,,"103.623,23",,,,,,,"1.296.590,72",,,,,,,
ITAPARICA-BA,,,,,BA,,,,,"2.673,55",,,,,,,"168.699,08",,,,,,,"171.372,63",,,,,,,"2.079.100,44",,,,,,,
ITAPETINGA-BA,,,,,BA,,,,,"95,17",,,,,,,-,,,,,,,"95,17",,,,,,,"1.285,08",,,,,,,
ITAPICURU-BA,,,,,BA,,,,,"77,86",,,,,,,-,,,,,,,"77,86",,,,,,,"1.051,42",,,,,,,
ITAQUARA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
ITARANTIM-BA,,,,,BA,,,,,"69,21",,,,,,,-,,,,,,,"69,21",,,,,,,"934,57",,,,,,,
ITATIM-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
ITIRUCU-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
ITIUBA-BA,,,,,BA,,,,,"83,63",,,,,,,-,,,,,,,"83,63",,,,,,,"1.129,29",,,,,,,
JACOBINA-BA,,,,,BA,,,,,"100,93",,,,,,,-,,,,,,,"100,93",,,,,,,"1.362,95",,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,"89,40",,,,,,,-,,,,,,,"89,40",,,,,,,"1.207,18",,,,,,,
JAGUARIPE-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
JANDAIRA-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
JEQUIE-BA,,,,,BA,,,,,"115,35",,,,,,,-,,,,,,,"115,35",,,,,,,"1.557,67",,,,,,,
JEREMOABO-BA,,,,,BA,,,,,"83,63",,,,,,,-,,,,,,,"83,63",,,,,,,"1.129,29",,,,,,,
JIQUIRICA-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
JITAUNA-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
LAJE-BA,,,,,BA,,,,,"72,09",,,,,,,-,,,,,,,"72,09",,,,,,,"973,53",,,,,,,
LAJEDINHO-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
LAMARAO-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,"109,59",,,,,,,-,,,,,,,"109,59",,,,,,,"1.479,80",,,,,,,
MACAJUBA-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
MACARANI-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,"984.776,59",,,,,,,"776.938,66",,,,,,,"1.761.715,25",,,,,,,"22.737.004,02",,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
MAIRI-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,,"69,21",,,,,,,-,,,,,,,"69,21",,,,,,,"934,57",,,,,,,
MARACAS-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,,"89,40",,,,,,,-,,,,,,,"89,40",,,,,,,"1.207,18",,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,,"177.946,89",,,,,,,"77.874,49",,,,,,,"255.821,38",,,,,,,"3.119.642,40",,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
MILAGRES-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
MIRANTE-BA,,,,,BA,,,,,"63,44",,,,,,,-,,,,,,,"63,44",,,,,,,"856,69",,,,,,,
MONTE SANTO-BA,,,,,BA,,,,,"92,28",,,,,,,-,,,,,,,"92,28",,,,,,,"1.246,12",,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,,"57,67",,,,,,,-,,,,,,,"57,67",,,,,,,"778,80",,,,,,,
MURITIBA-BA,,,,,BA,,,,,"80,75",,,,,,,-,,,,,,,"80,75",,,,,,,"1.090,36",,,,,,,
MUTUIPE-BA,,,,,BA,,,,,"74,98",,,,,,,-,,,,,,,"74,98",,,,,,,"1.012,46",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZARE-BA,,,,,BA,,,,,"77,86",,,,,,,-,,,,,,,"77,86",,,,,,,"1.051,42",,,,,,,
NORDESTINA-BA,,,,,BA,,,,,"60,56",,,,,,,-,,,,,,,"60,56",,,,,,,"817,76",,,,,,,
NOVA CANAA-BA,,,,,BA,,,,,"66,33",,,,,,,-,,,,,,,"66,33",,,,,,,"895,64",,,,,,,
