SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,"263.741,82",,,,,,,"150.611,58",,,,,,,"414.353,40",,,,,,,,,,"1.271.682,30",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"564,88",,,,,,,-,,,,,,,"564,88",,,,,,,,,,"1.767,01",,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,"23.590,23",,,,,,,"15.215,69",,,,,,,"38.805,92",,,,,,,,,,"43.148,84",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"875,57",,,,,,,-,,,,,,,"875,57",,,,,,,,,,"2.738,89",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"932,05",,,,,,,-,,,,,,,"932,05",,,,,,,,,,"2.915,58",,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"762,59",,,,,,,-,,,,,,,"762,59",,,,,,,,,,"2.385,47",,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"3.097.439,90",,,,,,,"443.020,84",,,,,,,"3.540.460,74",,,,,,,,,,"9.980.246,60",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"2.720.839,21",,,,,,,"2.461.106,26",,,,,,,"5.181.945,47",,,,,,,,,,"15.913.602,64",,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,,,"2.491,30",,,,,,,"2.491,30",,,,,,,,,,"8.539,65",,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"2.139.731,97",,,,,,,"93.683,65",,,,,,,"2.233.415,62",,,,,,,,,,"6.040.889,53",,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,,"0,10",,,,,,,"0,01",,,,,,,"0,11",,,,,,,,,,"0,11",,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"4.860.571,28",,,,,,,"2.637.102,19",,,,,,,"7.497.673,47",,,,,,,,,,"22.230.470,17",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,,,"7.208,13",,,,,,,"7.208,13",,,,,,,,,,"24.022,26",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,,"21.624,39",,,,,,,"21.624,39",,,,,,,,,,"72.066,78",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"457.947,59",,,,,,,"266.250,59",,,,,,,"724.198,18",,,,,,,,,,"2.319.559,10",,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"298.054,44",,,,,,,"146.083,52",,,,,,,"444.137,96",,,,,,,,,,"1.330.274,56",,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"1.420,26",,,,,,,-,,,,,,,"1.420,26",,,,,,,,,,"4.221,81",,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,,"29.412,48",,,,,,,"347.490,40",,,,,,,"376.902,88",,,,,,,,,,"1.120.607,01",,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,"1.242,72",,,,,,,-,,,,,,,"1.242,72",,,,,,,,,,"3.694,07",,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,"2.701,37",,,,,,,"388,94",,,,,,,"3.090,31",,,,,,,,,,"9.460,16",,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,"270.377,26",,,,,,,"281.852,88",,,,,,,"552.230,14",,,,,,,,,,"1.686.515,84",,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,"150.394,19",,,,,,,"44.852,29",,,,,,,"195.246,48",,,,,,,,,,"711.183,03",,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
CATU-BA,,,,,,,,,BA,,,"232.447,07",,,,,,,"104.688,39",,,,,,,"337.135,46",,,,,,,,,,"1.097.495,26",,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,"1.464,64",,,,,,,-,,,,,,,"1.464,64",,,,,,,,,,"4.353,74",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.242,72",,,,,,,-,,,,,,,"1.242,72",,,,,,,,,,"3.694,07",,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,,"5.322,10",,,,,,,"2.688,45",,,,,,,"8.010,55",,,,,,,,,,"24.328,98",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,"1.464,64",,,,,,,-,,,,,,,"1.464,64",,,,,,,,,,"4.353,74",,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,"1.509,02",,,,,,,-,,,,,,,"1.509,02",,,,,,,,,,"4.485,66",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,"386.616,27",,,,,,,"239.690,19",,,,,,,"626.306,46",,,,,,,,,,"1.984.790,10",,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,"650.765,35",,,,,,,"425.475,21",,,,,,,"1.076.240,56",,,,,,,,,,"3.422.908,39",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,"1.464,64",,,,,,,-,,,,,,,"1.464,64",,,,,,,,,,"4.353,74",,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,"1.642,17",,,,,,,-,,,,,,,"1.642,17",,,,,,,,,,"4.881,46",,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,"1.775,32",,,,,,,-,,,,,,,"1.775,32",,,,,,,,,,"5.277,26",,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,,"1.242,72",,,,,,,-,,,,,,,"1.242,72",,,,,,,,,,"3.694,07",,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
IACU-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
