ROTEIRO-AL,,,,,,,,,AL,,"85.708,91",,,,,,,"1.183,89",,,,,,"86.892,80",,,,,,,"857.346,55",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"84.292,61",,,,,,,"33,84",,,,,,"84.326,45",,,,,,,"839.829,72",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"682,07",,,,,,,-,,,,,,"682,07",,,,,,,"5.995,32",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"844,47",,,,,,,-,,,,,,"844,47",,,,,,,"7.422,81",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"941,91",,,,,,,-,,,,,,"941,91",,,,,,,"8.180,37",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"299.610,79",,,,,,,"195.242,24",,,,,,"494.853,03",,,,,,,"5.348.698,55",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"649,59",,,,,,,-,,,,,,"649,59",,,,,,,"5.709,84",,,,,,,,
SATUBA-AL,,,,,,,,,AL,,-,,,,,,,-,,,,,,-,,,,,,,"267.120,20",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"1.006,87",,,,,,,-,,,,,,"1.006,87",,,,,,,"8.850,28",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"1.071,83",,,,,,,-,,,,,,"1.071,83",,,,,,,"9.421,25",,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"876,95",,,,,,,-,,,,,,"876,95",,,,,,,"7.708,30",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.768.721,64",,,,,,,"506.349,68",,,,,,"3.275.071,32",,,,,,,"32.876.202,23",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.756,31",,,,,,,,
ANORI-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.756,30",,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.756,30",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.755,92",,,,,,,,
COARI-AM,,,,,,,,,AM,,"2.857.087,49",,,,,,,"2.826.365,32",,,,,,"5.683.452,81",,,,,,,"52.645.454,88",,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.756,30",,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.756,31",,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,,,"4.039,67",,,,,,"4.039,67",,,,,,,"36.756,24",,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"1.772.927,65",,,,,,,"189.051,75",,,,,,"1.961.979,40",,,,,,,"16.994.143,68",,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
TEFE-AM,,,,,,,,,AM,,"283.019,70",,,,,,,"180.737,27",,,,,,"463.756,97",,,,,,,"3.172.352,34",,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"4.913.034,84",,,,,,,"3.346.915,37",,,,,,"8.259.950,21",,,,,,,"73.987.093,11",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,17",,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,,,"13.609,26",,,,,,"13.609,26",,,,,,,"101.983,16",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,"40.827,78",,,,,,"40.827,78",,,,,,,"305.949,50",,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.498,13",,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.498,13",,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.498,13",,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"510.359,42",,,,,,,"310.095,51",,,,,,"820.454,93",,,,,,,"8.288.698,69",,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.554,70",,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.975,94",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"10.967,65",,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.489,87",,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"9.911,10",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.854,52",,,,,,,,
APORA-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"9.911,10",,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"288.691,55",,,,,,,"139.992,27",,,,,,"428.683,82",,,,,,,"4.825.965,20",,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.120,10",,,,,,,-,,,,,,"1.120,10",,,,,,,"13.214,83",,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"13.671,22",,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.672,20",,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"770,07",,,,,,,-,,,,,,"770,07",,,,,,,"9.267,49",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.672,20",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.975,94",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.315,80",,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"9.728,77",,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.315,80",,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.680,46",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"9.911,10",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.672,20",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.315,80",,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"875,08",,,,,,,-,,,,,,"875,08",,,,,,,"10.324,07",,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.672,20",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"9.911,10",,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.975,94",,,,,,,,
CAEM-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.672,20",,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"770,07",,,,,,,-,,,,,,"770,07",,,,,,,"9.085,16",,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"27.112,55",,,,,,,"267.607,93",,,,,,"294.720,48",,,,,,,"3.496.616,89",,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"980,09",,,,,,,-,,,,,,"980,09",,,,,,,"11.562,96",,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"2.603,85",,,,,,,"505,56",,,,,,"3.109,41",,,,,,,"26.751,28",,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.975,94",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.975,94",,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"251.195,82",,,,,,,"369.459,99",,,,,,"620.655,81",,,,,,,"6.252.616,24",,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.975,94",,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.498,13",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.854,52",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"148.956,08",,,,,,,"42.079,54",,,,,,"191.035,62",,,,,,,"1.953.383,81",,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
CATU-BA,,,,,,,,,BA,,"224.763,11",,,,,,,"101.912,94",,,,,,"326.676,05",,,,,,,"3.352.684,55",,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.015,09",,,,,,,-,,,,,,"1.015,09",,,,,,,"11.793,60",,,,,,,,
CIPO-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.498,13",,,,,,,,
COARACI-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.554,70",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"9.911,10",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"1.155,10",,,,,,,-,,,,,,"1.155,10",,,,,,,"13.627,77",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"980,09",,,,,,,-,,,,,,"980,09",,,,,,,"11.380,63",,,,,,,,
CONDE-BA,,,,,,,,,BA,,"4.832,95",,,,,,,"2.530,25",,,,,,"7.363,20",,,,,,,"78.201,76",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"10.093,43",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.554,70",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"1.155,10",,,,,,,-,,,,,,"1.155,10",,,,,,,"13.445,45",,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"770,07",,,,,,,-,,,,,,"770,07",,,,,,,"9.085,16",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"1.190,10",,,,,,,-,,,,,,"1.190,10",,,,,,,"13.676,07",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"371.428,56",,,,,,,"238.508,50",,,,,,"609.937,06",,,,,,,"5.562.017,94",,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"623.907,04",,,,,,,"417.356,00",,,,,,"1.041.263,04",,,,,,,"10.611.884,28",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"1.155,10",,,,,,,-,,,,,,"1.155,10",,,,,,,"13.627,77",,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"1.295,11",,,,,,,-,,,,,,"1.295,11",,,,,,,"15.097,31",,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"840,07",,,,,,,-,,,,,,"840,07",,,,,,,"10.093,43",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"1.400,12",,,,,,,-,,,,,,"1.400,12",,,,,,,"16.518,52",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"735,06",,,,,,,-,,,,,,"735,06",,,,,,,"8.672,20",,,,,,,,
GANDU-BA,,,,,,,,,BA,,"980,09",,,,,,,-,,,,,,"980,09",,,,,,,"11.562,96",,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.315,80",,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"875,08",,,,,,,-,,,,,,"875,08",,,,,,,"10.324,07",,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"770,07",,,,,,,-,,,,,,"770,07",,,,,,,"9.267,49",,,,,,,,
IACU-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.498,13",,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"875,08",,,,,,,-,,,,,,"875,08",,,,,,,"10.506,40",,,,,,,,
ICHU-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"770,07",,,,,,,-,,,,,,"770,07",,,,,,,"9.085,16",,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"1.400,12",,,,,,,-,,,,,,"1.400,12",,,,,,,"16.518,52",,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"1.986,14",,,,,,,"477,38",,,,,,"2.463,52",,,,,,,"27.844,48",,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.680,46",,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.085,10",,,,,,,-,,,,,,"1.085,10",,,,,,,"12.801,86",,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"1.155,10",,,,,,,-,,,,,,"1.155,10",,,,,,,"13.627,77",,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
IRARA-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"980,09",,,,,,,-,,,,,,"980,09",,,,,,,"11.380,63",,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"1.155,10",,,,,,,-,,,,,,"1.155,10",,,,,,,"13.627,77",,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"1.400,12",,,,,,,-,,,,,,"1.400,12",,,,,,,"16.518,52",,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"945,08",,,,,,,-,,,,,,"945,08",,,,,,,"11.149,98",,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"770,07",,,,,,,-,,,,,,"770,07",,,,,,,"9.085,16",,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"805,07",,,,,,,-,,,,,,"805,07",,,,,,,"9.680,46",,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"10.737,03",,,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,"1.155,10",,,,,,,-,,,,,,"1.155,10",,,,,,,"13.810,11",,,,,,,,
ITAMARI-BA,,,,,,,,,BA,,"700,06",,,,,,,-,,,,,,"700,06",,,,,,,"8.259,25",,,,,,,,
ITAMBE-BA,,,,,,,,,BA,,"910,08",,,,,,,-,,,,,,"910,08",,,,,,,"11.284,03",,,,,,,,
