ANORI-AM,,,,,AM,,,,,-,,,,,,,,"1.880,74",,,,,,,"1.880,74",,,,,,,,,,"6.138,89",,,,,,,,,,
AUTAZES-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
BERURI-AM,,,,,AM,,,,,-,,,,,,,,"1.880,74",,,,,,,"1.880,74",,,,,,,,,,"6.138,89",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
CAREIRO-AM,,,,,AM,,,,,-,,,,,,,,"1.880,74",,,,,,,"1.880,74",,,,,,,,,,"6.138,89",,,,,,,,,,
COARI-AM,,,,,AM,,,,,"1.531.111,92",,,,,,,,"1.430.299,55",,,,,,,"2.961.411,47",,,,,,,,,,"9.500.334,58",,,,,,,,,,
CODAJAS-AM,,,,,AM,,,,,-,,,,,,,,"1.880,74",,,,,,,"1.880,74",,,,,,,,,,"6.138,89",,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
ITACOATIARA-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
ITAPIRANGA-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
MANACAPURU-AM,,,,,AM,,,,,-,,,,,,,,"1.880,74",,,,,,,"1.880,74",,,,,,,,,,"6.138,89",,,,,,,,,,
MANAQUIRI-AM,,,,,AM,,,,,-,,,,,,,,"1.880,74",,,,,,,"1.880,74",,,,,,,,,,"6.138,89",,,,,,,,,,
MANAUS-AM,,,,,AM,,,,,"984.255,38",,,,,,,,"85.026,88",,,,,,,"1.069.282,26",,,,,,,,,,"2.184.318,33",,,,,,,,,,
PARINTINS-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
SILVES-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
URUCARA-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
URUCURITUBA-AM,,,,,AM,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,06",,,,,,,,,,
AMAZONAS TOTAL,,,,,,,,,,"2.515.367,30",,,,,,,,"1.584.124,12",,,,,,,"4.099.491,42",,,,,,,,,,"11.900.155,44",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
MACAPA-AP,,,,,AP,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
MAZAGAO-AP,,,,,AP,,,,,-,,,,,,,,"6.181,39",,,,,,,"6.181,39",,,,,,,,,,"19.170,03",,,,,,,,,,
AMAPA TOTAL,,,,,,,,,,-,,,,,,,,"18.544,17",,,,,,,"18.544,17",,,,,,,,,,"57.510,09",,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
AIQUARA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,,"248.107,11",,,,,,,,"130.887,45",,,,,,,"378.994,56",,,,,,,,,,"1.188.152,79",,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,,"433,84",,,,,,,,-,,,,,,,"433,84",,,,,,,,,,"583,25",,,,,,,,,,
ANAGE-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
ANGUERA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ANTAS-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
APORA-BA,,,,,BA,,,,,"385,63",,,,,,,,-,,,,,,,"385,63",,,,,,,,,,"518,44",,,,,,,,,,
APUAREMA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ARACAS-BA,,,,,BA,,,,,"201.730,18",,,,,,,,"96.585,25",,,,,,,"298.315,43",,,,,,,,,,"952.280,27",,,,,,,,,,
ARACI-BA,,,,,BA,,,,,"498,11",,,,,,,,-,,,,,,,"498,11",,,,,,,,,,"669,66",,,,,,,,,,
ARAMARI-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,,"417,77",,,,,,,,-,,,,,,,"417,77",,,,,,,,,,"561,65",,,,,,,,,,
BANZAE-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,,"498,11",,,,,,,,-,,,,,,,"498,11",,,,,,,,,,"669,66",,,,,,,,,,
BARROCAS-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,,"385,63",,,,,,,,-,,,,,,,"385,63",,,,,,,,,,"518,44",,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,,"417,77",,,,,,,,-,,,,,,,"417,77",,,,,,,,,,"561,65",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
BREJOES-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
CAATIBA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
CAEM-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
CAETANOS-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
CAMACARI-BA,,,,,BA,,,,,"1.094,16",,,,,,,,"257,31",,,,,,,"1.351,47",,,,,,,,,,"3.422,71",,,,,,,,,,
CANDEAL-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,,"177.359,64",,,,,,,,"228.566,84",,,,,,,"405.926,48",,,,,,,,,,"1.352.735,68",,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
CANUDOS-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,,"417,77",,,,,,,,-,,,,,,,"417,77",,,,,,,,,,"561,65",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,,"102.563,99",,,,,,,,"29.155,19",,,,,,,"131.719,18",,,,,,,,,,"455.169,74",,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,,"433,84",,,,,,,,-,,,,,,,"433,84",,,,,,,,,,"583,25",,,,,,,,,,
CATU-BA,,,,,BA,,,,,"181.567,80",,,,,,,,"100.073,44",,,,,,,"281.641,24",,,,,,,,,,"933.039,22",,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
CIPO-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,,"385,63",,,,,,,,-,,,,,,,"385,63",,,,,,,,,,"518,44",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,,"530,25",,,,,,,,-,,,,,,,"530,25",,,,,,,,,,"712,87",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,,"433,84",,,,,,,,-,,,,,,,"433,84",,,,,,,,,,"583,25",,,,,,,,,,
CONDE-BA,,,,,BA,,,,,"1.133,77",,,,,,,,"461,82",,,,,,,"1.595,59",,,,,,,,,,"3.851,35",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,,"417,77",,,,,,,,-,,,,,,,"417,77",,,,,,,,,,"561,65",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,,"514,18",,,,,,,,-,,,,,,,"514,18",,,,,,,,,,"691,27",,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,,"498,11",,,,,,,,-,,,,,,,"498,11",,,,,,,,,,"669,66",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,,"465,98",,,,,,,,-,,,,,,,"465,98",,,,,,,,,,"626,47",,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,,"188.369,29",,,,,,,,"124.147,37",,,,,,,"312.516,66",,,,,,,,,,"1.000.401,27",,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,,"443.085,55",,,,,,,,"285.640,37",,,,,,,"728.725,92",,,,,,,,,,"3.579.386,66",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,,"514,18",,,,,,,,-,,,,,,,"514,18",,,,,,,,,,"691,27",,,,,,,,,,
FATIMA-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,,"642,73",,,,,,,,-,,,,,,,"642,73",,,,,,,,,,"864,09",,,,,,,,,,
GAVIAO-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
GLORIA-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,,"385,63",,,,,,,,-,,,,,,,"385,63",,,,,,,,,,"518,44",,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
IACU-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICHU-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,,"1.429,27",,,,,,,,"499,47",,,,,,,"1.928,74",,,,,,,,,,"2.083,69",,,,,,,,,,
IPECAETA-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
IPIRA-BA,,,,,BA,,,,,"530,25",,,,,,,,-,,,,,,,"530,25",,,,,,,,,,"712,87",,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
IRARA-BA,,,,,BA,,,,,"433,84",,,,,,,,-,,,,,,,"433,84",,,,,,,,,,"583,25",,,,,,,,,,
ITABERABA-BA,,,,,BA,,,,,"530,25",,,,,,,,-,,,,,,,"530,25",,,,,,,,,,"712,87",,,,,,,,,,
ITAGI-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,,"449,91",,,,,,,,-,,,,,,,"449,91",,,,,,,,,,"604,86",,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,,"75.370,76",,,,,,,,"13.045,67",,,,,,,"88.416,43",,,,,,,,,,"296.034,99",,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,,"11.698,40",,,,,,,,"142.569,20",,,,,,,"154.267,60",,,,,,,,,,"408.768,89",,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,,"530,25",,,,,,,,-,,,,,,,"530,25",,,,,,,,,,"712,87",,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,,"433,84",,,,,,,,-,,,,,,,"433,84",,,,,,,,,,"583,25",,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,,"385,63",,,,,,,,-,,,,,,,"385,63",,,,,,,,,,"518,44",,,,,,,,,,
ITATIM-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
ITIUBA-BA,,,,,BA,,,,,"465,98",,,,,,,,-,,,,,,,"465,98",,,,,,,,,,"626,47",,,,,,,,,,
JACOBINA-BA,,,,,BA,,,,,"562,39",,,,,,,,-,,,,,,,"562,39",,,,,,,,,,"756,08",,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,"498,11",,,,,,,,-,,,,,,,"498,11",,,,,,,,,,"669,66",,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
JEQUIE-BA,,,,,BA,,,,,"642,73",,,,,,,,-,,,,,,,"642,73",,,,,,,,,,"864,09",,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,,"465,98",,,,,,,,-,,,,,,,"465,98",,,,,,,,,,"626,47",,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,,"353,50",,,,,,,,-,,,,,,,"353,50",,,,,,,,,,"475,25",,,,,,,,,,
JITAUNA-BA,,,,,BA,,,,,"417,77",,,,,,,,-,,,,,,,"417,77",,,,,,,,,,"561,65",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
LAJE-BA,,,,,BA,,,,,"401,70",,,,,,,,-,,,,,,,"401,70",,,,,,,,,,"540,05",,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
LAMARAO-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,"610,59",,,,,,,,-,,,,,,,"610,59",,,,,,,,,,"820,88",,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,,"337,43",,,,,,,,-,,,,,,,"337,43",,,,,,,,,,"453,64",,,,,,,,,,
MACARANI-BA,,,,,BA,,,,,"369,57",,,,,,,,-,,,,,,,"369,57",,,,,,,,,,"496,85",,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,"994.037,95",,,,,,,,"657.346,15",,,,,,,"1.651.384,10",,,,,,,,,,"4.792.101,70",,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,"321,36",,,,,,,,-,,,,,,,"321,36",,,,,,,,,,"432,03",,,,,,,,,,
