FELIZ DESERTO-AL,,,,,,,,,AL,,,"19.424,87",,,,,,"27.146,25",,,,,,,"46.571,12",,,,,,,"300.594,55",,,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,,AL,,,"590,69",,,,,,-,,,,,,,"590,69",,,,,,,"3.727,60",,,,,,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,,"617,54",,,,,,-,,,,,,,"617,54",,,,,,,"4.000,45",,,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,,"698,09",,,,,,-,,,,,,,"698,09",,,,,,,"4.522,26",,,,,,,,,,,
JACUIPE-AL,,,,,,,,,AL,,,"536,99",,,,,,-,,,,,,,"536,99",,,,,,,"3.478,66",,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,,"536,99",,,,,,-,,,,,,,"536,99",,,,,,,"3.478,66",,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,,"4.963,08",,,,,,"1.836,40",,,,,,,"6.799,48",,,,,,,"19.703,46",,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,,"698,09",,,,,,-,,,,,,,"698,09",,,,,,,"4.522,26",,,,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,,"536,99",,,,,,-,,,,,,,"536,99",,,,,,,"3.478,66",,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,,"698,09",,,,,,-,,,,,,,"698,09",,,,,,,"4.621,18",,,,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,,"99.151,86",,,,,,"26.471,33",,,,,,,"125.623,19",,,,,,,"767.200,74",,,,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,,"751,79",,,,,,-,,,,,,,"751,79",,,,,,,"4.771,22",,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,"135.837,95",,,,,,"99.792,56",,,,,,,"235.630,51",,,,,,,"1.403.980,45",,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,"698,09",,,,,,-,,,,,,,"698,09",,,,,,,"4.621,18",,,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,"617,54",,,,,,-,,,,,,,"617,54",,,,,,,"4.000,45",,,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,,"724,94",,,,,,-,,,,,,,"724,94",,,,,,,"4.696,19",,,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,"590,69",,,,,,-,,,,,,,"590,69",,,,,,,"3.727,60",,,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,"563,84",,,,,,"10.287,79",,,,,,,"10.851,63",,,,,,,"66.649,33",,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,"617,54",,,,,,-,,,,,,,"617,54",,,,,,,"3.901,53",,,,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,,-,,,,,,-,,,,,,,-,,,,,,,"4.853,75",,,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,"644,39",,,,,,-,,,,,,,"644,39",,,,,,,"4.174,39",,,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,,"106.912,98",,,,,,"68.456,65",,,,,,,"175.369,63",,,,,,,"1.068.304,56",,,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,"536,99",,,,,,-,,,,,,,"536,99",,,,,,,"3.478,66",,,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,"724,94",,,,,,-,,,,,,,"724,94",,,,,,,"4.696,19",,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,"536,99",,,,,,-,,,,,,,"536,99",,,,,,,"3.577,57",,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,"671,24",,,,,,-,,,,,,,"671,24",,,,,,,"4.249,40",,,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,"15.469,37",,,,,,"9.388,92",,,,,,,"24.858,29",,,,,,,"144.921,87",,,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,"82.924,00",,,,,,"1.147,80",,,,,,,"84.071,80",,,,,,,"532.965,16",,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,"82.033,53",,,,,,"388,58",,,,,,,"82.422,11",,,,,,,"522.509,32",,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,"563,84",,,,,,-,,,,,,,"563,84",,,,,,,"3.652,58",,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,"698,09",,,,,,-,,,,,,,"698,09",,,,,,,"4.522,26",,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,"778,64",,,,,,-,,,,,,,"778,64",,,,,,,"4.945,13",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,"312.946,87",,,,,,"208.452,11",,,,,,,"521.398,98",,,,,,,"3.379.450,52",,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"536,99",,,,,,-,,,,,,,"536,99",,,,,,,"3.478,66",,,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,"13.587,15",,,,,,"8.763,71",,,,,,,"22.350,86",,,,,,,"191.045,18",,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"832,34",,,,,,-,,,,,,,"832,34",,,,,,,"5.391,93",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"886,04",,,,,,-,,,,,,,"886,04",,,,,,,"5.739,79",,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"724,94",,,,,,-,,,,,,,"724,94",,,,,,,"4.696,19",,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"2.147.700,38",,,,,,"533.711,44",,,,,,,"2.681.411,82",,,,,,,"20.218.555,30",,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"2.627.681,17",,,,,,"2.595.124,26",,,,,,,"5.222.805,43",,,,,,,"31.785.197,38",,,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,,"3.489,73",,,,,,,"3.489,73",,,,,,,"22.605,48",,,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"1.173.977,87",,,,,,"108.218,45",,,,,,,"1.282.196,32",,,,,,,"11.324.650,46",,,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,,-,,,,,,-,,,,,,,-,,,,,,,"1.130.337,42",,,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"3.801.659,04",,,,,,"2.807.931,39",,,,,,,"6.609.590,43",,,,,,,"44.957.648,97",,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,,"8.906,73",,,,,,,"8.906,73",,,,,,,"62.136,15",,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,"26.720,19",,,,,,,"26.720,19",,,,,,,"186.408,45",,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.070,15",,,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.070,15",,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.070,15",,,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"502.102,58",,,,,,"292.980,41",,,,,,,"795.082,99",,,,,,,"5.125.199,82",,,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.679,58",,,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.653,69",,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"6.943,50",,,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.359,98",,,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.334,07",,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.724,63",,,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.334,07",,,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"299.130,20",,,,,,"150.703,38",,,,,,,"449.833,58",,,,,,,"3.088.979,60",,,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"1.137,29",,,,,,-,,,,,,,"1.137,29",,,,,,,"8.445,44",,,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"1.141,60",,,,,,"166,00",,,,,,,"1.307,60",,,,,,,"8.958,26",,,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.542,31",,,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,"781,88",,,,,,-,,,,,,,"781,88",,,,,,,"5.988,55",,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.542,31",,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.653,69",,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"5.887,82",,,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.151,74",,,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"5.887,82",,,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.252,48",,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.334,07",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.542,31",,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"5.887,82",,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,"888,51",,,,,,-,,,,,,,"888,51",,,,,,,"6.597,99",,,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.542,31",,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.334,07",,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.653,69",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.542,31",,,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,"781,88",,,,,,-,,,,,,,"781,88",,,,,,,"5.806,22",,,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,,"27.528,66",,,,,,"270.320,21",,,,,,,"297.848,87",,,,,,,"2.237.805,80",,,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,"995,13",,,,,,-,,,,,,,"995,13",,,,,,,"7.389,75",,,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,"1.642,36",,,,,,"92,71",,,,,,,"1.735,07",,,,,,,"13.242,61",,,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.653,69",,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.653,69",,,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,"256.020,81",,,,,,"404.328,91",,,,,,,"660.349,72",,,,,,,"3.893.886,85",,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.653,69",,,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.070,15",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.724,63",,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,"145.769,69",,,,,,"41.726,19",,,,,,,"187.495,88",,,,,,,"1.229.166,99",,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
CATU-BA,,,,,,,,,BA,,,"213.424,73",,,,,,"110.625,90",,,,,,,"324.050,63",,,,,,,"2.130.624,67",,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,"1.030,67",,,,,,-,,,,,,,"1.030,67",,,,,,,"7.471,35",,,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.070,15",,,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.679,58",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.334,07",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,"1.172,83",,,,,,-,,,,,,,"1.172,83",,,,,,,"8.709,35",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,"995,13",,,,,,-,,,,,,,"995,13",,,,,,,"7.207,42",,,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,,"7.080,03",,,,,,"3.970,61",,,,,,,"11.050,64",,,,,,,"44.231,54",,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.516,40",,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.679,58",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,"1.172,83",,,,,,-,,,,,,,"1.172,83",,,,,,,"8.527,03",,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,"781,88",,,,,,-,,,,,,,"781,88",,,,,,,"5.806,22",,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,"1.208,37",,,,,,-,,,,,,,"1.208,37",,,,,,,"8.608,62",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,"328.554,56",,,,,,"208.978,60",,,,,,,"537.533,16",,,,,,,"3.363.659,44",,,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,"615.766,23",,,,,,"421.458,91",,,,,,,"1.037.225,14",,,,,,,"6.885.055,13",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,"1.172,83",,,,,,-,,,,,,,"1.172,83",,,,,,,"8.709,35",,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,"1.314,99",,,,,,-,,,,,,,"1.314,99",,,,,,,"9.582,71",,,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,,"852,97",,,,,,-,,,,,,,"852,97",,,,,,,"6.516,40",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,"1.421,61",,,,,,-,,,,,,,"1.421,61",,,,,,,"10.556,80",,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,"746,34",,,,,,-,,,,,,,"746,34",,,,,,,"5.542,31",,,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,,"995,13",,,,,,-,,,,,,,"995,13",,,,,,,"7.389,75",,,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"5.887,82",,,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,"888,51",,,,,,-,,,,,,,"888,51",,,,,,,"6.597,99",,,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,"781,88",,,,,,-,,,,,,,"781,88",,,,,,,"5.988,55",,,,,,,,,,,
IACU-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.070,15",,,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,"924,05",,,,,,-,,,,,,,"924,05",,,,,,,"6.861,91",,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,"888,51",,,,,,-,,,,,,,"888,51",,,,,,,"6.780,32",,,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,"781,88",,,,,,-,,,,,,,"781,88",,,,,,,"5.806,22",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,"1.421,61",,,,,,-,,,,,,,"1.421,61",,,,,,,"10.556,80",,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,"2.463,54",,,,,,"712,64",,,,,,,"3.176,18",,,,,,,"16.913,80",,,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,"817,43",,,,,,-,,,,,,,"817,43",,,,,,,"6.252,48",,,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,,"1.101,75",,,,,,-,,,,,,,"1.101,75",,,,,,,"8.181,52",,,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,,"1.172,83",,,,,,-,,,,,,,"1.172,83",,,,,,,"8.709,35",,,,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,,"710,80",,,,,,-,,,,,,,"710,80",,,,,,,"5.278,39",,,,,,,,,,,
IRARA-BA,,,,,,,,,BA,,,"959,59",,,,,,-,,,,,,,"959,59",,,,,,,"7.125,83",,,,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,,"995,13",,,,,,-,,,,,,,"995,13",,,,,,,"7.207,42",,,,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,,"1.172,83",,,,,,-,,,,,,,"1.172,83",,,,,,,"8.709,35",,,,,,,,,,,
