NOVO LINO-AL,,,AL,,,,"713,66",,,,,-,,,,,,"713,66",,,,"713,66",,,,,,,,,,,,
PARIPUEIRA-AL,,,AL,,,,"679,67",,,,,"8.397,40",,,,,,"9.077,07",,,,"9.077,07",,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,AL,,,,"747,64",,,,,-,,,,,,"747,64",,,,"747,64",,,,,,,,,,,,
PENEDO-AL,,,AL,,,,"1.121,46",,,,,-,,,,,,"1.121,46",,,,"1.121,46",,,,,,,,,,,,
PIACABUCU-AL,,,AL,,,,"815,61",,,,,-,,,,,,"815,61",,,,"815,61",,,,,,,,,,,,
PILAR-AL,,,AL,,,,"203.346,71",,,,,"130.544,88",,,,,,"333.891,59",,,,"333.891,59",,,,,,,,,,,,
PINDOBA-AL,,,AL,,,,"679,67",,,,,-,,,,,,"679,67",,,,"679,67",,,,,,,,,,,,
PORTO CALVO-AL,,,AL,,,,"883,58",,,,,-,,,,,,"883,58",,,,"883,58",,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,AL,,,,"713,66",,,,,-,,,,,,"713,66",,,,"713,66",,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,AL,,,,"849,59",,,,,-,,,,,,"849,59",,,,"849,59",,,,,,,,,,,,
RIO LARGO-AL,,,AL,,,,"9.925,95",,,,,"5.678,90",,,,,,"15.604,85",,,,"15.604,85",,,,,,,,,,,,
ROTEIRO-AL,,,AL,,,,"1.009,66",,,,,"212,84",,,,,,"1.222,50",,,,"1.222,50",,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,AL,,,,"679,67",,,,,-,,,,,,"679,67",,,,"679,67",,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,AL,,,,"713,66",,,,,-,,,,,,"713,66",,,,"713,66",,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,AL,,,,"883,58",,,,,-,,,,,,"883,58",,,,"883,58",,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,AL,,,,"951,54",,,,,-,,,,,,"951,54",,,,"951,54",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,AL,,,,"352.834,85",,,,,"236.962,98",,,,,,"589.797,83",,,,"589.797,83",,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,AL,,,,"679,67",,,,,-,,,,,,"679,67",,,,"679,67",,,,,,,,,,,,
SATUBA-AL,,,AL,,,,"43.784,14",,,,,"27.758,54",,,,,,"71.542,68",,,,"71.542,68",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,AL,,,,"1.019,51",,,,,-,,,,,,"1.019,51",,,,"1.019,51",,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,AL,,,,"1.121,46",,,,,-,,,,,,"1.121,46",,,,"1.121,46",,,,,,,,,,,,
VICOSA-AL,,,AL,,,,"917,56",,,,,-,,,,,,"917,56",,,,"917,56",,,,,,,,,,,,
ALAGOAS TOTAL,,,,,,,"1.645.705,70",,,,,"609.089,35",,,,,,"2.254.795,05",,,,"2.254.795,05",,,,,,,,,,,,
ANAMA-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
ANORI-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
AUTAZES-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
BERURI-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
CAREIRO-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
COARI-AM,,,AM,,,,"1.666.087,44",,,,,"1.543.947,30",,,,,,"3.210.034,74",,,,"3.210.034,74",,,,,,,,,,,,
CODAJAS-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
IRANDUBA-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
ITACOATIARA-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
ITAPIRANGA-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
MANACAPURU-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
MANAQUIRI-AM,,,AM,,,,-,,,,,"2.244,39",,,,,,"2.244,39",,,,"2.244,39",,,,,,,,,,,,
MANAUS-AM,,,AM,,,,"902.622,17",,,,,"108.845,33",,,,,,"1.011.467,50",,,,"1.011.467,50",,,,,,,,,,,,
PARINTINS-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
SILVES-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
URUCARA-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
URUCURITUBA-AM,,,AM,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
AMAZONAS TOTAL,,,,,,,"2.568.709,61",,,,,"1.738.327,34",,,,,,"4.307.036,95",,,,"4.307.036,95",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,AP,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
MACAPA-AP,,,AP,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
MAZAGAO-AP,,,AP,,,,-,,,,,"7.758,22",,,,,,"7.758,22",,,,"7.758,22",,,,,,,,,,,,
AMAPA TOTAL,,,,,,,-,,,,,"23.274,66",,,,,,"23.274,66",,,,"23.274,66",,,,,,,,,,,,
ACAJUTIBA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
ADUSTINA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
AGUA FRIA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
AIQUARA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ALAGOINHAS-BA,,,BA,,,,"251.800,30",,,,,"130.845,18",,,,,,"382.645,48",,,,"382.645,48",,,,,,,,,,,,
AMARGOSA-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
ANAGE-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
ANGUERA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ANTAS-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
APORA-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
APUAREMA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ARACAS-BA,,,BA,,,,"216.735,98",,,,,"98.983,47",,,,,,"315.719,45",,,,"315.719,45",,,,,,,,,,,,
ARACI-BA,,,BA,,,,"80,37",,,,,-,,,,,,"80,37",,,,"80,37",,,,,,,,,,,,
ARAMARI-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ARATUIPE-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
BAIXA GRANDE-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
BANZAE-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRA DO CHOCA-BA,,,BA,,,,"80,37",,,,,-,,,,,,"80,37",,,,"80,37",,,,,,,,,,,,
BARROCAS-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
BELO CAMPO-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
BIRITINGA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
BOA NOVA-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
BREJOES-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
CAATIBA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
CACHOEIRA-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
CAEM-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
CAETANOS-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
CAMACARI-BA,,,BA,,,,"609,23",,,,,"288,14",,,,,,"897,37",,,,"897,37",,,,,,,,,,,,
CANDEAL-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
CANDEIAS-BA,,,BA,,,,"238.136,38",,,,,"260.788,29",,,,,,"498.924,67",,,,"498.924,67",,,,,,,,,,,,
CANDIDO SALES-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
CANSANCAO-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
CANUDOS-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
CAPIM GROSSO-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,BA,,,,"124.620,50",,,,,"37.139,27",,,,,,"161.759,77",,,,"161.759,77",,,,,,,,,,,,
CASTRO ALVES-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
CATU-BA,,,BA,,,,"206.810,15",,,,,"113.172,97",,,,,,"319.983,12",,,,"319.983,12",,,,,,,,,,,,
CICERO DANTAS-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
CIPO-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,BA,,,,"85,56",,,,,-,,,,,,"85,56",,,,"85,56",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
CONDE-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
CRAVOLANDIA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
CRISOPOLIS-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,BA,,,,"82,97",,,,,-,,,,,,"82,97",,,,"82,97",,,,,,,,,,,,
DARIO MEIRA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
DIAS D'AVILA-BA,,,BA,,,,"80,37",,,,,-,,,,,,"80,37",,,,"80,37",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ENCRUZILHADA-BA,,,BA,,,,"75,19",,,,,-,,,,,,"75,19",,,,"75,19",,,,,,,,,,,,
ENTRE RIOS-BA,,,BA,,,,"203.917,28",,,,,"130.479,86",,,,,,"334.397,14",,,,"334.397,14",,,,,,,,,,,,
ESPLANADA-BA,,,BA,,,,"1.151.140,43",,,,,"808.970,24",,,,,,"1.960.110,67",,,,"1.960.110,67",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,BA,,,,"82,97",,,,,-,,,,,,"82,97",,,,"82,97",,,,,,,,,,,,
FATIMA-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,BA,,,,"103,71",,,,,-,,,,,,"103,71",,,,"103,71",,,,,,,,,,,,
GAVIAO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
GLORIA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
IACU-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
IBIQUERA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ICHU-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
INHAMBUPE-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
IPECAETA-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
IPIRA-BA,,,BA,,,,"85,56",,,,,-,,,,,,"85,56",,,,"85,56",,,,,,,,,,,,
IRAJUBA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
IRARA-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
ITABERABA-BA,,,BA,,,,"85,56",,,,,-,,,,,,"85,56",,,,"85,56",,,,,,,,,,,,
ITAGI-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
ITAMBE-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
ITANAGRA-BA,,,BA,,,,"88.408,71",,,,,"15.471,50",,,,,,"103.880,21",,,,"103.880,21",,,,,,,,,,,,
ITAPARICA-BA,,,BA,,,,"2.604,53",,,,,"131.339,14",,,,,,"133.943,67",,,,"133.943,67",,,,,,,,,,,,
ITAPETINGA-BA,,,BA,,,,"85,56",,,,,-,,,,,,"85,56",,,,"85,56",,,,,,,,,,,,
ITAPICURU-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
ITAQUARA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
ITARANTIM-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
ITATIM-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
ITIRUCU-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
ITIUBA-BA,,,BA,,,,"75,19",,,,,-,,,,,,"75,19",,,,"75,19",,,,,,,,,,,,
JACOBINA-BA,,,BA,,,,"90,75",,,,,-,,,,,,"90,75",,,,"90,75",,,,,,,,,,,,
JAGUAQUARA-BA,,,BA,,,,"80,37",,,,,-,,,,,,"80,37",,,,"80,37",,,,,,,,,,,,
JAGUARIPE-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
JANDAIRA-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
JEQUIE-BA,,,BA,,,,"103,71",,,,,-,,,,,,"103,71",,,,"103,71",,,,,,,,,,,,
JEREMOABO-BA,,,BA,,,,"75,19",,,,,-,,,,,,"75,19",,,,"75,19",,,,,,,,,,,,
JIQUIRICA-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
JITAUNA-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
LAJE-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
LAJEDINHO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
LAMARAO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,,,"98,52",,,,,-,,,,,,"98,52",,,,"98,52",,,,,,,,,,,,
MACAJUBA-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
MACARANI-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,,,"821.629,73",,,,,"603.355,06",,,,,,"1.424.984,79",,,,"1.424.984,79",,,,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
MAIRI-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
MARACAS-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
MARAGOGIPE-BA,,,BA,,,,"80,37",,,,,-,,,,,,"80,37",,,,"80,37",,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,,,"173.427,78",,,,,"77.304,32",,,,,,"250.732,10",,,,"250.732,10",,,,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
MILAGRES-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
MIRANTE-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
MONTE SANTO-BA,,,BA,,,,"82,97",,,,,-,,,,,,"82,97",,,,"82,97",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNDO NOVO-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
MURITIBA-BA,,,BA,,,,"72,60",,,,,-,,,,,,"72,60",,,,"72,60",,,,,,,,,,,,
MUTUIPE-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
NAZARE-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
NORDESTINA-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
NOVA CANAA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
NOVA FATIMA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
NOVA ITARANA-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
NOVA SOURE-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
OLINDINA-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
OURICANGAS-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
OUROLANDIA-BA,,,BA,,,,"59,63",,,,,-,,,,,,"59,63",,,,"59,63",,,,,,,,,,,,
PARIPIRANGA-BA,,,BA,,,,"70,00",,,,,-,,,,,,"70,00",,,,"70,00",,,,,,,,,,,,
PAULO AFONSO-BA,,,BA,,,,"95,93",,,,,-,,,,,,"95,93",,,,"95,93",,,,,,,,,,,,
PE DE SERRA-BA,,,BA,,,,"57,04",,,,,-,,,,,,"57,04",,,,"57,04",,,,,,,,,,,,
PEDRAO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,,,"62,22",,,,,-,,,,,,"62,22",,,,"62,22",,,,,,,,,,,,
PINTADAS-BA,,,BA,,,,"54,45",,,,,-,,,,,,"54,45",,,,"54,45",,,,,,,,,,,,
PIRITIBA-BA,,,BA,,,,"64,82",,,,,-,,,,,,"64,82",,,,"64,82",,,,,,,,,,,,
PLANALTINO-BA,,,BA,,,,"51,85",,,,,-,,,,,,"51,85",,,,"51,85",,,,,,,,,,,,
PLANALTO-BA,,,BA,,,,"67,41",,,,,-,,,,,,"67,41",,,,"67,41",,,,,,,,,,,,
POCOES-BA,,,BA,,,,"80,37",,,,,-,,,,,,"80,37",,,,"80,37",,,,,,,,,,,,
