PORTO CALVO-AL,,,,,,,,AL,,,"727,51",,,,,,,,-,,,,,,"727,51",,,,,,"1.323,01",,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"565,84",,,,,,,,-,,,,,,"565,84",,,,,,"1.029,00",,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"646,67",,,,,,,,-,,,,,,"646,67",,,,,,"1.176,00",,,,,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"8.967,87",,,,,,,,"5.193,38",,,,,,"14.161,25",,,,,,"29.623,28",,,,,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"69.521,47",,,,,,,,"679,79",,,,,,"70.201,26",,,,,,"134.821,73",,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"69.160,77",,,,,,,,"415,89",,,,,,"69.576,66",,,,,,"133.882,10",,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"565,84",,,,,,,,-,,,,,,"565,84",,,,,,"1.029,00",,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"700,56",,,,,,,,-,,,,,,"700,56",,,,,,"1.274,00",,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"754,45",,,,,,,,-,,,,,,"754,45",,,,,,"1.372,00",,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"282.216,66",,,,,,,,"188.356,49",,,,,,"470.573,15",,,,,,"881.624,32",,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"538,89",,,,,,,,-,,,,,,"538,89",,,,,,"980,00",,,,,,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"14.588,54",,,,,,,,"9.009,88",,,,,,"23.598,42",,,,,,"42.712,46",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"835,29",,,,,,,,-,,,,,,"835,29",,,,,,"1.519,01",,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"889,18",,,,,,,,-,,,,,,"889,18",,,,,,"1.617,01",,,,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"727,51",,,,,,,,-,,,,,,"727,51",,,,,,"1.323,01",,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.293.538,07",,,,,,,,"450.451,64",,,,,,"2.743.989,71",,,,,,"5.261.697,58",,,,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
COARI-AM,,,,,,,,AM,,,"2.083.195,25",,,,,,,,"2.061.616,90",,,,,,"4.144.812,15",,,,,,"7.863.749,60",,,,,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,,"2.794,53",,,,,,"2.794,53",,,,,,"5.895,72",,,,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"1.420.042,71",,,,,,,,"91.322,30",,,,,,"1.511.365,01",,,,,,"2.966.776,45",,,,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
TEFE-AM,,,,,,,,AM,,,"178.197,11",,,,,,,,"133.647,83",,,,,,"311.844,94",,,,,,"544.819,71",,,,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.681.435,07",,,,,,,,"2.372.510,78",,,,,,"6.053.945,85",,,,,,"11.558.836,86",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"7.373,56",,,,,,"7.373,56",,,,,,"15.802,34",,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"22.120,68",,,,,,"22.120,68",,,,,,"47.407,02",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"440.932,19",,,,,,,,"255.142,28",,,,,,"696.074,47",,,,,,"1.319.148,55",,,,,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.414,00",,,,,,,,-,,,,,,"1.414,00",,,,,,"2.951,93",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"265.409,06",,,,,,,,"170.263,05",,,,,,"435.672,11",,,,,,"836.621,50",,,,,,,,,,,,
ARACI-BA,,,,,,,,BA,,,"1.560,27",,,,,,,,-,,,,,,"1.560,27",,,,,,"3.257,29",,,,,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"1.519,54",,,,,,,,"228,63",,,,,,"1.748,17",,,,,,"3.496,38",,,,,,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"1.023,93",,,,,,,,-,,,,,,"1.023,93",,,,,,"2.137,60",,,,,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"1.023,93",,,,,,,,-,,,,,,"1.023,93",,,,,,"2.137,60",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.414,00",,,,,,,,-,,,,,,"1.414,00",,,,,,"2.951,93",,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"1.023,93",,,,,,,,-,,,,,,"1.023,93",,,,,,"2.137,60",,,,,,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"1.023,93",,,,,,,,-,,,,,,"1.023,93",,,,,,"2.137,60",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.414,00",,,,,,,,-,,,,,,"1.414,00",,,,,,"2.951,93",,,,,,,,,,,,
CAEM-BA,,,,,,,,BA,,,"1.023,93",,,,,,,,-,,,,,,"1.023,93",,,,,,"2.137,60",,,,,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"36.636,10",,,,,,,,"383.376,73",,,,,,"420.012,83",,,,,,"877.847,04",,,,,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.365,24",,,,,,,,-,,,,,,"1.365,24",,,,,,"2.850,13",,,,,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"2.293,17",,,,,,,,"143,99",,,,,,"2.437,16",,,,,,"4.938,36",,,,,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.414,00",,,,,,,,-,,,,,,"1.414,00",,,,,,"2.951,93",,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.414,00",,,,,,,,-,,,,,,"1.414,00",,,,,,"2.951,93",,,,,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"245.506,17",,,,,,,,"280.694,11",,,,,,"526.200,28",,,,,,"1.036.475,21",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.414,00",,,,,,,,-,,,,,,"1.414,00",,,,,,"2.951,93",,,,,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"127.506,04",,,,,,,,"37.842,34",,,,,,"165.348,38",,,,,,"309.053,87",,,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
CATU-BA,,,,,,,,BA,,,"188.673,27",,,,,,,,"101.901,66",,,,,,"290.574,93",,,,,,"556.155,45",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.365,24",,,,,,,,-,,,,,,"1.365,24",,,,,,"2.850,13",,,,,,,,,,,,
CIPO-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"1.609,03",,,,,,,,-,,,,,,"1.609,03",,,,,,"3.359,08",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
CONDE-BA,,,,,,,,BA,,,"2.215,17",,,,,,,,"611,11",,,,,,"2.826,28",,,,,,"7.779,28",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"1.560,27",,,,,,,,-,,,,,,"1.560,27",,,,,,"3.257,29",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"1.560,27",,,,,,,,-,,,,,,"1.560,27",,,,,,"3.257,29",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"266.439,75",,,,,,,,"167.764,27",,,,,,"434.204,02",,,,,,"822.649,45",,,,,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"553.258,87",,,,,,,,"381.940,79",,,,,,"935.199,66",,,,,,"1.770.729,73",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"1.609,03",,,,,,,,-,,,,,,"1.609,03",,,,,,"3.359,08",,,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"1.755,31",,,,,,,,-,,,,,,"1.755,31",,,,,,"3.664,46",,,,,,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"1.950,34",,,,,,,,-,,,,,,"1.950,34",,,,,,"4.071,62",,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"1.023,93",,,,,,,,-,,,,,,"1.023,93",,,,,,"2.137,60",,,,,,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.365,24",,,,,,,,-,,,,,,"1.365,24",,,,,,"2.850,13",,,,,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.218,96",,,,,,,,-,,,,,,"1.218,96",,,,,,"2.544,76",,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"1.121,45",,,,,,,,-,,,,,,"1.121,45",,,,,,"2.341,18",,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.267,72",,,,,,,,-,,,,,,"1.267,72",,,,,,"2.646,55",,,,,,,,,,,,
ICHU-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"1.072,69",,,,,,,,-,,,,,,"1.072,69",,,,,,"2.239,39",,,,,,,,,,,,
IGUAI-BA,,,,,,,,BA,,,"1.316,48",,,,,,,,-,,,,,,"1.316,48",,,,,,"2.748,34",,,,,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,,"1.950,34",,,,,,,,-,,,,,,"1.950,34",,,,,,"4.071,62",,,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,,"2.701,80",,,,,,,,"656,78",,,,,,"3.358,58",,,,,,"7.228,91",,,,,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,,"1.170,20",,,,,,,,-,,,,,,"1.170,20",,,,,,"2.442,97",,,,,,,,,,,,
IPIAU-BA,,,,,,,,BA,,,"1.511,51",,,,,,,,-,,,,,,"1.511,51",,,,,,"3.155,50",,,,,,,,,,,,
IPIRA-BA,,,,,,,,BA,,,"1.609,03",,,,,,,,-,,,,,,"1.609,03",,,,,,"3.359,08",,,,,,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,,"975,17",,,,,,,,-,,,,,,"975,17",,,,,,"2.035,81",,,,,,,,,,,,
