Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,AL,,,"961,59",,,,,,,,-,,,,,,,,"961,59",,,,,,,"4.314,83",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,AL,,,"1.023,63",,,,,,,,-,,,,,,,,"1.023,63",,,,,,,"4.593,21",,,,,,,,,
VICOSA-AL,,,,,,,AL,,,"837,51",,,,,,,,-,,,,,,,,"837,51",,,,,,,"3.758,07",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,"2.013.074,89",,,,,,,,"369.764,10",,,,,,,,"2.382.838,99",,,,,,,"9.954.597,79",,,,,,,,,
ANAMA-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
ANORI-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
AUTAZES-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
BERURI-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.824,32",,,,,,,,,
CAREIRO-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
COARI-AM,,,,,,,AM,,,"1.411.386,51",,,,,,,,"1.322.910,79",,,,,,,,"2.734.297,30",,,,,,,"11.510.099,13",,,,,,,,,
CODAJAS-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
IRANDUBA-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.824,32",,,,,,,,,
ITACOATIARA-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
ITAPIRANGA-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
MANACAPURU-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
MANAQUIRI-AM,,,,,,,AM,,,-,,,,,,,,"1.702,78",,,,,,,,"1.702,78",,,,,,,"6.935,09",,,,,,,,,
MANAUS-AM,,,,,,,AM,,,"687.019,02",,,,,,,,"53.041,90",,,,,,,,"740.060,92",,,,,,,"2.925.740,07",,,,,,,,,
PARINTINS-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
SILVES-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
URUCARA-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
URUCURITUBA-AM,,,,,,,AM,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"2.098.405,53",,,,,,,,"1.427.096,40",,,,,,,,"3.525.501,93",,,,,,,"14.653.799,65",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,AP,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
MACAPA-AP,,,,,,,AP,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
MAZAGAO-AP,,,,,,,AP,,,-,,,,,,,,"4.358,25",,,,,,,,"4.358,25",,,,,,,"18.823,74",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,,,,"13.074,75",,,,,,,,"13.074,75",,,,,,,"56.471,22",,,,,,,,,
ACAJUTIBA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
ADUSTINA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
AGUA FRIA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
AIQUARA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ALAGOINHAS-BA,,,,,,,BA,,,"172.293,85",,,,,,,,"92.721,08",,,,,,,,"265.014,93",,,,,,,"1.232.872,50",,,,,,,,,
ALCOBACA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
ALMADINA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
AMARGOSA-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
ANAGE-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
ANGUERA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ANTAS-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
APORA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
APUAREMA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ARACAS-BA,,,,,,,BA,,,"167.687,83",,,,,,,,"83.825,71",,,,,,,,"251.513,54",,,,,,,"1.091.681,97",,,,,,,,,
ARACI-BA,,,,,,,BA,,,"1.399,22",,,,,,,,-,,,,,,,,"1.399,22",,,,,,,"5.565,39",,,,,,,,,
ARAMARI-BA,,,,,,,BA,,,"1.593,60",,,,,,,,"302,02",,,,,,,,"1.895,62",,,,,,,"9.985,94",,,,,,,,,
ARATACA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
ARATUIPE-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
AURELINO LEAL-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
BANZAE-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
BARRO PRETO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
BARROCAS-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
BELMONTE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
BELO CAMPO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRITINGA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
BOA NOVA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
BREJOES-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
BUERAREMA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
CAATIBA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
CACHOEIRA-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
CAEM-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
CAETANOS-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
CAIRU-BA,,,,,,,BA,,,"32.854,47",,,,,,,,"346.931,06",,,,,,,,"379.785,53",,,,,,,"1.520.430,62",,,,,,,,,
CAMACAN-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
CAMACARI-BA,,,,,,,BA,,,"2.465,84",,,,,,,,"301,06",,,,,,,,"2.766,90",,,,,,,"11.997,82",,,,,,,,,
CAMAMU-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
CANDEAL-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
CANDEIAS-BA,,,,,,,BA,,,"162.225,98",,,,,,,,"163.585,72",,,,,,,,"325.811,70",,,,,,,"1.386.257,77",,,,,,,,,
CANDIDO SALES-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
CANSANCAO-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
CANUDOS-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
CARAVELAS-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.536,15",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,BA,,,"82.478,97",,,,,,,,"26.078,07",,,,,,,,"108.557,04",,,,,,,"468.818,54",,,,,,,,,
CASTRO ALVES-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
CATU-BA,,,,,,,BA,,,"118.304,79",,,,,,,,"64.762,99",,,,,,,,"183.067,78",,,,,,,"851.190,39",,,,,,,,,
CICERO DANTAS-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
CIPO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
COARACI-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,BA,,,"1.442,95",,,,,,,,-,,,,,,,,"1.442,95",,,,,,,"5.739,30",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
CONDE-BA,,,,,,,BA,,,"2.332,35",,,,,,,,"771,09",,,,,,,,"3.103,44",,,,,,,"12.145,69",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
CRISOPOLIS-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,BA,,,"1.399,22",,,,,,,,-,,,,,,,,"1.399,22",,,,,,,"5.565,39",,,,,,,,,
DARIO MEIRA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,BA,,,"1.399,22",,,,,,,,-,,,,,,,,"1.399,22",,,,,,,"5.565,39",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
ENTRE RIOS-BA,,,,,,,BA,,,"153.689,07",,,,,,,,"104.585,09",,,,,,,,"258.274,16",,,,,,,"1.086.602,84",,,,,,,,,
ESPLANADA-BA,,,,,,,BA,,,"745.219,33",,,,,,,,"242.157,80",,,,,,,,"987.377,13",,,,,,,"4.430.852,49",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,BA,,,"1.442,95",,,,,,,,-,,,,,,,,"1.442,95",,,,,,,"5.739,30",,,,,,,,,
EUNAPOLIS-BA,,,,,,,BA,,,"1.574,12",,,,,,,,-,,,,,,,,"1.574,12",,,,,,,"6.261,06",,,,,,,,,
FATIMA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,BA,,,"1.749,03",,,,,,,,-,,,,,,,,"1.749,03",,,,,,,"6.956,74",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
GANDU-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
GAVIAO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
GLORIA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
GONGOGI-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
GUARATINGA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
HELIOPOLIS-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
IACU-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
IBICARAI-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
IBICUI-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
IBIQUERA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
IBIRAPUA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
IBIRATAIA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
ICHU-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
IGRAPIUNA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
IGUAI-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
ILHEUS-BA,,,,,,,BA,,,"1.749,03",,,,,,,,-,,,,,,,,"1.749,03",,,,,,,"6.956,74",,,,,,,,,
INHAMBUPE-BA,,,,,,,BA,,,"1.815,94",,,,,,,,"279,43",,,,,,,,"2.095,37",,,,,,,"10.204,01",,,,,,,,,
IPECAETA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
IPIAU-BA,,,,,,,BA,,,"1.355,49",,,,,,,,-,,,,,,,,"1.355,49",,,,,,,"5.391,46",,,,,,,,,
IPIRA-BA,,,,,,,BA,,,"1.442,95",,,,,,,,-,,,,,,,,"1.442,95",,,,,,,"5.739,30",,,,,,,,,
IRAJUBA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
IRARA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
ITABELA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
ITABERABA-BA,,,,,,,BA,,,"1.442,95",,,,,,,,-,,,,,,,,"1.442,95",,,,,,,"5.739,30",,,,,,,,,
ITABUNA-BA,,,,,,,BA,,,"1.749,03",,,,,,,,-,,,,,,,,"1.749,03",,,,,,,"6.956,74",,,,,,,,,
