IGREJA NOVA-AL,,,,,,,,,,AL,,"775,72",,,,,,,-,,,,,,,,"775,72",,,,,,,"8.198,53",,,,,,,,
JACUIPE-AL,,,,,,,,,,AL,,"596,71",,,,,,,-,,,,,,,,"596,71",,,,,,,"6.306,55",,,,,,,,
JAPARATINGA-AL,,,,,,,,,,AL,,"596,71",,,,,,,-,,,,,,,,"596,71",,,,,,,"6.306,55",,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,,AL,,"5.477,92",,,,,,,"2.025,04",,,,,,,,"7.502,96",,,,,,,"53.635,96",,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,,AL,,"775,72",,,,,,,-,,,,,,,,"775,72",,,,,,,"8.198,53",,,,,,,,
JUNDIA-AL,,,,,,,,,,AL,,"596,71",,,,,,,-,,,,,,,,"596,71",,,,,,,"6.306,55",,,,,,,,
JUNQUEIRO-AL,,,,,,,,,,AL,,"775,72",,,,,,,-,,,,,,,,"775,72",,,,,,,"8.297,45",,,,,,,,
MACEIO-AL,,,,,,,,,,AL,,"99.453,61",,,,,,,"20.346,02",,,,,,,,"119.799,63",,,,,,,"1.364.215,65",,,,,,,,
MARAGOGI-AL,,,,,,,,,,AL,,"835,39",,,,,,,-,,,,,,,,"835,39",,,,,,,"8.730,28",,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,,AL,,"123.303,83",,,,,,,"76.400,63",,,,,,,,"199.704,46",,,,,,,"2.432.443,20",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,,AL,,"775,72",,,,,,,-,,,,,,,,"775,72",,,,,,,"8.297,45",,,,,,,,
MESSIAS-AL,,,,,,,,,,AL,,"686,21",,,,,,,-,,,,,,,,"686,21",,,,,,,"7.252,53",,,,,,,,
MURICI-AL,,,,,,,,,,AL,,"805,56",,,,,,,-,,,,,,,,"805,56",,,,,,,"8.513,86",,,,,,,,
NOVO LINO-AL,,,,,,,,,,AL,,"656,38",,,,,,,-,,,,,,,,"656,38",,,,,,,"6.838,28",,,,,,,,
PARIPUEIRA-AL,,,,,,,,,,AL,,"626,54",,,,,,,"6.387,16",,,,,,,,"7.013,70",,,,,,,"114.488,17",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,,AL,,"686,21",,,,,,,-,,,,,,,,"686,21",,,,,,,"7.153,61",,,,,,,,
PENEDO-AL,,,,,,,,,,AL,,-,,,,,,,-,,,,,,,,-,,,,,,,"5.698,84",,,,,,,,
PIACABUCU-AL,,,,,,,,,,AL,,"716,05",,,,,,,-,,,,,,,,"716,05",,,,,,,"7.567,87",,,,,,,,
PILAR-AL,,,,,,,,,,AL,,"108.654,51",,,,,,,"69.524,08",,,,,,,,"178.178,59",,,,,,,"1.972.141,75",,,,,,,,
PINDOBA-AL,,,,,,,,,,AL,,"596,71",,,,,,,-,,,,,,,,"596,71",,,,,,,"6.306,55",,,,,,,,
PORTO CALVO-AL,,,,,,,,,,AL,,"805,56",,,,,,,-,,,,,,,,"805,56",,,,,,,"8.513,86",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,,AL,,"596,71",,,,,,,-,,,,,,,,"596,71",,,,,,,"6.405,46",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,,AL,,"745,89",,,,,,,-,,,,,,,,"745,89",,,,,,,"7.784,28",,,,,,,,
RIO LARGO-AL,,,,,,,,,,AL,,"7.800,03",,,,,,,"4.376,72",,,,,,,,"12.176,75",,,,,,,"215.752,22",,,,,,,,
ROTEIRO-AL,,,,,,,,,,AL,,"82.062,90",,,,,,,"1.066,50",,,,,,,,"83.129,40",,,,,,,"940.475,95",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,,AL,,"83.475,82",,,,,,,"346,32",,,,,,,,"83.822,14",,,,,,,"923.651,86",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,,AL,,"626,54",,,,,,,-,,,,,,,,"626,54",,,,,,,"6.621,86",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,,AL,,"775,72",,,,,,,-,,,,,,,,"775,72",,,,,,,"8.198,53",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,,AL,,"865,23",,,,,,,-,,,,,,,,"865,23",,,,,,,"9.045,60",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,,AL,,"291.965,16",,,,,,,"189.844,03",,,,,,,,"481.809,19",,,,,,,"5.830.507,74",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,,AL,,"596,71",,,,,,,-,,,,,,,,"596,71",,,,,,,"6.306,55",,,,,,,,
SATUBA-AL,,,,,,,,,,AL,,-,,,,,,,-,,,,,,,,-,,,,,,,"267.120,20",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,,AL,,"924,90",,,,,,,-,,,,,,,,"924,90",,,,,,,"9.775,18",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,,AL,,"984,57",,,,,,,-,,,,,,,,"984,57",,,,,,,"10.405,82",,,,,,,,
VICOSA-AL,,,,,,,,,,AL,,"805,56",,,,,,,-,,,,,,,,"805,56",,,,,,,"8.513,86",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"2.581.266,06",,,,,,,"473.437,52",,,,,,,,"3.054.703,58",,,,,,,"35.930.905,81",,,,,,,,
ANAMA-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.132,36",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.132,35",,,,,,,,
AUTAZES-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
BERURI-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.132,35",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
CAREIRO-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.131,97",,,,,,,,
COARI-AM,,,,,,,,,,AM,,"2.763.525,60",,,,,,,"2.670.672,94",,,,,,,,"5.434.198,54",,,,,,,"58.079.653,42",,,,,,,,
CODAJAS-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.132,35",,,,,,,,
IRANDUBA-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
ITACOATIARA-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
ITAPIRANGA-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
MANACAPURU-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.132,36",,,,,,,,
MANAQUIRI-AM,,,,,,,,,,AM,,-,,,,,,,"3.376,05",,,,,,,,"3.376,05",,,,,,,"40.132,29",,,,,,,,
MANAUS-AM,,,,,,,,,,AM,,"1.607.706,39",,,,,,,"124.366,53",,,,,,,,"1.732.072,92",,,,,,,"18.726.216,60",,,,,,,,
PARINTINS-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
SILVES-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
TEFE-AM,,,,,,,,,,AM,,"121.363,24",,,,,,,"35.273,84",,,,,,,,"156.637,08",,,,,,,"3.328.989,42",,,,,,,,
URUCARA-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
URUCURITUBA-AM,,,,,,,,,,AM,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"4.492.595,23",,,,,,,"2.940.653,19",,,,,,,,"7.433.248,42",,,,,,,"81.420.341,53",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,,AP,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
MACAPA-AP,,,,,,,,,,AP,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,34",,,,,,,,
MAZAGAO-AP,,,,,,,,,,AP,,-,,,,,,,"9.634,17",,,,,,,,"9.634,17",,,,,,,"111.617,33",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,,"28.902,51",,,,,,,,"28.902,51",,,,,,,"334.852,01",,,,,,,,
ACAJUTIBA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.289,74",,,,,,,,
ADUSTINA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.289,74",,,,,,,,
AGUA FRIA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.289,74",,,,,,,,
AIQUARA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
ALAGOINHAS-BA,,,,,,,,,,BA,,"495.354,85",,,,,,,"298.233,18",,,,,,,,"793.588,03",,,,,,,"9.082.286,72",,,,,,,,
ALCOBACA-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.449,56",,,,,,,,
ALMADINA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
AMARGOSA-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.974,05",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"11.896,93",,,,,,,,
ANAGE-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
ANGUERA-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.212,64",,,,,,,,
ANTAS-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.737,13",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.577,29",,,,,,,,
APORA-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.737,13",,,,,,,,
APUAREMA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
ARACAS-BA,,,,,,,,,,BA,,"297.876,32",,,,,,,"147.790,10",,,,,,,,"445.666,42",,,,,,,"5.271.631,62",,,,,,,,
ARACI-BA,,,,,,,,,,BA,,"1.101,37",,,,,,,-,,,,,,,,"1.101,37",,,,,,,"14.316,20",,,,,,,,
ARAMARI-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"14.393,99",,,,,,,,
ARATACA-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.394,97",,,,,,,,
ARATUIPE-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
AURELINO LEAL-BA,,,,,,,,,,BA,,"757,19",,,,,,,-,,,,,,,,"757,19",,,,,,,"10.024,68",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
BANZAE-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.394,97",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.974,05",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
BARRO PRETO-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
BARROCAS-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.107,41",,,,,,,,
BELMONTE-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
BELO CAMPO-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.554,80",,,,,,,,
BIRITINGA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.107,41",,,,,,,,
BOA NOVA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.472,07",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.737,13",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.394,97",,,,,,,,
BREJOES-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.107,41",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,,BA,,"860,44",,,,,,,-,,,,,,,,"860,44",,,,,,,"11.184,51",,,,,,,,
CAATIBA-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.394,97",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.737,13",,,,,,,,
CACHOEIRA-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.974,05",,,,,,,,
CAEM-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.394,97",,,,,,,,
CAETANOS-BA,,,,,,,,,,BA,,"757,19",,,,,,,-,,,,,,,,"757,19",,,,,,,"9.842,35",,,,,,,,
CAIRU-BA,,,,,,,,,,BA,,"26.659,19",,,,,,,"266.966,35",,,,,,,,"293.625,54",,,,,,,"3.790.242,43",,,,,,,,
CAMACAN-BA,,,,,,,,,,BA,,"963,70",,,,,,,-,,,,,,,,"963,70",,,,,,,"12.526,66",,,,,,,,
CAMACARI-BA,,,,,,,,,,BA,,"2.369,24",,,,,,,"416,86",,,,,,,,"2.786,10",,,,,,,"29.537,38",,,,,,,,
CAMAMU-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.974,05",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.974,05",,,,,,,,
CANDEAL-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
CANDEIAS-BA,,,,,,,,,,BA,,"243.329,72",,,,,,,"323.581,94",,,,,,,,"566.911,66",,,,,,,"6.819.527,90",,,,,,,,
CANDIDO SALES-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
CANSANCAO-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.974,05",,,,,,,,
CANUDOS-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.289,74",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.577,29",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
CARAVELAS-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,,BA,,"158.302,06",,,,,,,"48.862,80",,,,,,,,"207.164,86",,,,,,,"2.160.548,67",,,,,,,,
CASTRO ALVES-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
CATU-BA,,,,,,,,,,BA,,"224.138,61",,,,,,,"101.575,56",,,,,,,,"325.714,17",,,,,,,"3.678.398,72",,,,,,,,
CICERO DANTAS-BA,,,,,,,,,,BA,,"998,11",,,,,,,-,,,,,,,,"998,11",,,,,,,"12.791,71",,,,,,,,
CIPO-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.289,74",,,,,,,,
COARACI-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.449,56",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.737,13",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,,BA,,"1.135,79",,,,,,,-,,,,,,,,"1.135,79",,,,,,,"14.763,56",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,,BA,,"963,70",,,,,,,-,,,,,,,,"963,70",,,,,,,"12.344,33",,,,,,,,
CONDE-BA,,,,,,,,,,BA,,"4.761,63",,,,,,,"2.494,07",,,,,,,,"7.255,70",,,,,,,"85.457,46",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.919,46",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
CRISOPOLIS-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.449,56",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,,BA,,"1.135,79",,,,,,,-,,,,,,,,"1.135,79",,,,,,,"14.581,24",,,,,,,,
DARIO MEIRA-BA,,,,,,,,,,BA,,"757,19",,,,,,,-,,,,,,,,"757,19",,,,,,,"9.842,35",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,,BA,,"1.170,20",,,,,,,-,,,,,,,,"1.170,20",,,,,,,"14.846,27",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
ENTRE RIOS-BA,,,,,,,,,,BA,,"363.559,89",,,,,,,"233.126,77",,,,,,,,"596.686,66",,,,,,,"6.158.704,60",,,,,,,,
ESPLANADA-BA,,,,,,,,,,BA,,"661.446,00",,,,,,,"443.704,31",,,,,,,,"1.105.150,31",,,,,,,"11.717.034,59",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,,BA,,"1.135,79",,,,,,,-,,,,,,,,"1.135,79",,,,,,,"14.763,56",,,,,,,,
EUNAPOLIS-BA,,,,,,,,,,BA,,"1.273,46",,,,,,,-,,,,,,,,"1.273,46",,,,,,,"16.370,77",,,,,,,,
FATIMA-BA,,,,,,,,,,BA,,"826,03",,,,,,,-,,,,,,,,"826,03",,,,,,,"10.919,46",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,,BA,,"1.376,71",,,,,,,-,,,,,,,,"1.376,71",,,,,,,"17.895,23",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,,BA,,"722,77",,,,,,,-,,,,,,,,"722,77",,,,,,,"9.394,97",,,,,,,,
GANDU-BA,,,,,,,,,,BA,,"963,70",,,,,,,-,,,,,,,,"963,70",,,,,,,"12.526,66",,,,,,,,
GAVIAO-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
GLORIA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.107,41",,,,,,,,
GONGOGI-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,,BA,,"860,44",,,,,,,-,,,,,,,,"860,44",,,,,,,"11.184,51",,,,,,,,
GUARATINGA-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
HELIOPOLIS-BA,,,,,,,,,,BA,,"757,19",,,,,,,-,,,,,,,,"757,19",,,,,,,"10.024,68",,,,,,,,
IACU-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
IBICARAI-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICUI-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.289,74",,,,,,,,
IBIQUERA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,,BA,,"894,86",,,,,,,-,,,,,,,,"894,86",,,,,,,"11.631,89",,,,,,,,
IBIRAPUA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
IBIRATAIA-BA,,,,,,,,,,BA,,"860,44",,,,,,,-,,,,,,,,"860,44",,,,,,,"11.366,84",,,,,,,,
ICHU-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
IGRAPIUNA-BA,,,,,,,,,,BA,,"757,19",,,,,,,-,,,,,,,,"757,19",,,,,,,"9.842,35",,,,,,,,
IGUAI-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
ILHEUS-BA,,,,,,,,,,BA,,"1.376,71",,,,,,,-,,,,,,,,"1.376,71",,,,,,,"17.895,23",,,,,,,,
INHAMBUPE-BA,,,,,,,,,,BA,,"1.940,90",,,,,,,"463,27",,,,,,,,"2.404,17",,,,,,,"30.248,65",,,,,,,,
IPECAETA-BA,,,,,,,,,,BA,,"791,61",,,,,,,-,,,,,,,,"791,61",,,,,,,"10.472,07",,,,,,,,
IPIAU-BA,,,,,,,,,,BA,,"1.066,95",,,,,,,-,,,,,,,,"1.066,95",,,,,,,"13.868,81",,,,,,,,
IPIRA-BA,,,,,,,,,,BA,,"1.135,79",,,,,,,-,,,,,,,,"1.135,79",,,,,,,"14.763,56",,,,,,,,
IRAJUBA-BA,,,,,,,,,,BA,,"688,35",,,,,,,-,,,,,,,,"688,35",,,,,,,"8.947,60",,,,,,,,
IRARA-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
ITABELA-BA,,,,,,,,,,BA,,"963,70",,,,,,,-,,,,,,,,"963,70",,,,,,,"12.344,33",,,,,,,,
ITABERABA-BA,,,,,,,,,,BA,,"1.135,79",,,,,,,-,,,,,,,,"1.135,79",,,,,,,"14.763,56",,,,,,,,
ITABUNA-BA,,,,,,,,,,BA,,"1.376,71",,,,,,,-,,,,,,,,"1.376,71",,,,,,,"17.895,23",,,,,,,,
ITACARE-BA,,,,,,,,,,BA,,"929,28",,,,,,,-,,,,,,,,"929,28",,,,,,,"12.079,26",,,,,,,,
ITAGI-BA,,,,,,,,,,BA,,"757,19",,,,,,,-,,,,,,,,"757,19",,,,,,,"9.842,35",,,,,,,,
