JUNQUEIRO-AL,,,,,,,,,AL,,"793,04",,,,,,-,,,,,,,"793,04",,,,,,"6.677,26",,,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,"95.325,60",,,,,,"22.164,74",,,,,,,"117.490,34",,,,,,"1.116.247,35",,,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,"854,04",,,,,,-,,,,,,,"854,04",,,,,,"6.985,46",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,"116.332,95",,,,,,"82.002,06",,,,,,,"198.335,01",,,,,,"2.023.563,58",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,"793,04",,,,,,-,,,,,,,"793,04",,,,,,"6.677,26",,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,"701,54",,,,,,-,,,,,,,"701,54",,,,,,"5.819,29",,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,"823,54",,,,,,-,,,,,,,"823,54",,,,,,"6.831,35",,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,"671,03",,,,,,-,,,,,,,"671,03",,,,,,"5.467,35",,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,"640,53",,,,,,"7.518,52",,,,,,,"8.159,05",,,,,,"94.192,78",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,"701,54",,,,,,-,,,,,,,"701,54",,,,,,"5.720,37",,,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,-,,,,,,-,,,,,,,-,,,,,,"5.698,84",,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,"732,04",,,,,,-,,,,,,,"732,04",,,,,,"6.072,31",,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,"113.424,13",,,,,,"72.588,03",,,,,,,"186.012,16",,,,,,"1.614.712,18",,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,"610,03",,,,,,-,,,,,,,"610,03",,,,,,"5.060,25",,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,"823,54",,,,,,-,,,,,,,"823,54",,,,,,"6.831,35",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,"610,03",,,,,,-,,,,,,,"610,03",,,,,,"5.159,16",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"762,54",,,,,,-,,,,,,,"762,54",,,,,,"6.226,40",,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"8.601,51",,,,,,"4.879,07",,,,,,,"13.480,58",,,,,,"190.453,70",,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"79.794,68",,,,,,"1.087,60",,,,,,,"80.882,28",,,,,,"770.453,75",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"78.745,80",,,,,,"239,24",,,,,,,"78.985,04",,,,,,"755.503,27",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"640,53",,,,,,-,,,,,,,"640,53",,,,,,"5.313,25",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"793,04",,,,,,-,,,,,,,"793,04",,,,,,"6.578,34",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"884,55",,,,,,-,,,,,,,"884,55",,,,,,"7.238,46",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"292.505,86",,,,,,"190.982,76",,,,,,,"483.488,62",,,,,,"4.853.845,52",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"610,03",,,,,,-,,,,,,,"610,03",,,,,,"5.060,25",,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,-,,,,,,-,,,,,,,-,,,,,,"267.120,20",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"945,55",,,,,,-,,,,,,,"945,55",,,,,,"7.843,41",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"1.006,55",,,,,,-,,,,,,,"1.006,55",,,,,,"8.349,42",,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"823,54",,,,,,-,,,,,,,"823,54",,,,,,"6.831,35",,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.659.576,41",,,,,,"489.273,10",,,,,,,"3.148.849,51",,,,,,"29.601.130,91",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,64",,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,63",,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,63",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,25",,,,,,,,,,
COARI-AM,,,,,,,,,AM,,"2.519.002,04",,,,,,"2.506.367,44",,,,,,,"5.025.369,48",,,,,,"46.962.002,07",,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,63",,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,64",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,,"3.340,89",,,,,,,"3.340,89",,,,,,"32.716,57",,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"77.814,14",,,,,,"87.080,72",,,,,,,"164.894,86",,,,,,"15.032.164,28",,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,"268.443,85",,,,,,"172.257,15",,,,,,,"440.701,00",,,,,,"2.708.595,37",,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"2.865.260,03",,,,,,"2.858.141,88",,,,,,,"5.723.401,91",,,,,,"65.727.142,90",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,91",,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,,"7.672,26",,,,,,,"7.672,26",,,,,,"88.373,90",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,"23.016,78",,,,,,,"23.016,78",,,,,,"265.121,72",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.693,06",,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.693,06",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.693,06",,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"464.493,93",,,,,,"280.071,72",,,,,,,"744.565,65",,,,,,"7.468.243,76",,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.644,62",,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.960,85",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.022,57",,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.754,81",,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.071,03",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"8.119,46",,,,,,,,,,
APORA-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.071,03",,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"281.156,85",,,,,,"138.062,55",,,,,,,"419.219,40",,,,,,"4.397.281,38",,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.141,25",,,,,,-,,,,,,,"1.141,25",,,,,,"12.094,73",,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"12.936,16",,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.937,14",,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"784,60",,,,,,-,,,,,,,"784,60",,,,,,"8.497,42",,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.937,14",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.960,85",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.510,73",,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"8.888,70",,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.510,73",,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.875,39",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.071,03",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.937,14",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.510,73",,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"891,60",,,,,,-,,,,,,,"891,60",,,,,,"9.448,99",,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.937,14",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.071,03",,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.960,85",,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.937,14",,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"784,60",,,,,,-,,,,,,,"784,60",,,,,,"8.315,09",,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"27.624,42",,,,,,"272.529,48",,,,,,,"300.153,90",,,,,,"3.201.896,41",,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"998,59",,,,,,-,,,,,,,"998,59",,,,,,"10.582,87",,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"2.801,86",,,,,,"577,62",,,,,,,"3.379,48",,,,,,"23.641,87",,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.960,85",,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.960,85",,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"246.563,09",,,,,,"326.876,99",,,,,,,"573.440,08",,,,,,"5.631.960,43",,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.960,85",,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.693,06",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"8.119,46",,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"140.739,87",,,,,,"40.516,85",,,,,,,"181.256,72",,,,,,"1.762.348,19",,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
CATU-BA,,,,,,,,,BA,,"204.493,07",,,,,,"91.592,65",,,,,,,"296.085,72",,,,,,"3.026.008,50",,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.034,25",,,,,,-,,,,,,,"1.034,25",,,,,,"10.778,51",,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.693,06",,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.644,62",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.071,03",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"1.176,91",,,,,,-,,,,,,,"1.176,91",,,,,,"12.472,67",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"998,59",,,,,,-,,,,,,,"998,59",,,,,,"10.400,54",,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,"5.104,13",,,,,,"2.694,08",,,,,,,"7.798,21",,,,,,"70.838,56",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.253,36",,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.644,62",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"1.176,91",,,,,,-,,,,,,,"1.176,91",,,,,,"12.290,35",,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"784,60",,,,,,-,,,,,,,"784,60",,,,,,"8.315,09",,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"1.212,57",,,,,,-,,,,,,,"1.212,57",,,,,,"12.485,97",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"338.060,80",,,,,,"217.450,26",,,,,,,"555.511,06",,,,,,"4.952.080,88",,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"311.078,99",,,,,,"391.097,29",,,,,,,"702.176,28",,,,,,"9.570.621,24",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"1.176,91",,,,,,-,,,,,,,"1.176,91",,,,,,"12.472,67",,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"1.319,57",,,,,,-,,,,,,,"1.319,57",,,,,,"13.802,20",,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"855,93",,,,,,-,,,,,,,"855,93",,,,,,"9.253,36",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"1.426,56",,,,,,-,,,,,,,"1.426,56",,,,,,"15.118,40",,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"748,94",,,,,,-,,,,,,,"748,94",,,,,,"7.937,14",,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,"998,59",,,,,,-,,,,,,,"998,59",,,,,,"10.582,87",,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.510,73",,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"891,60",,,,,,-,,,,,,,"891,60",,,,,,"9.448,99",,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"784,60",,,,,,-,,,,,,,"784,60",,,,,,"8.497,42",,,,,,,,,,
IACU-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.693,06",,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"891,60",,,,,,-,,,,,,,"891,60",,,,,,"9.631,32",,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"784,60",,,,,,-,,,,,,,"784,60",,,,,,"8.315,09",,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"1.426,56",,,,,,-,,,,,,,"1.426,56",,,,,,"15.118,40",,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"2.103,11",,,,,,"526,92",,,,,,,"2.630,03",,,,,,"25.380,96",,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.875,39",,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.105,58",,,,,,-,,,,,,,"1.105,58",,,,,,"11.716,76",,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"1.176,91",,,,,,-,,,,,,,"1.176,91",,,,,,"12.472,67",,,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
IRARA-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"998,59",,,,,,-,,,,,,,"998,59",,,,,,"10.400,54",,,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"1.176,91",,,,,,-,,,,,,,"1.176,91",,,,,,"12.472,67",,,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"1.426,56",,,,,,-,,,,,,,"1.426,56",,,,,,"15.118,40",,,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"962,92",,,,,,-,,,,,,,"962,92",,,,,,"10.204,90",,,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"784,60",,,,,,-,,,,,,,"784,60",,,,,,"8.315,09",,,,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"820,27",,,,,,-,,,,,,,"820,27",,,,,,"8.875,39",,,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,"713,28",,,,,,-,,,,,,,"713,28",,,,,,"7.559,19",,,,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,"927,26",,,,,,-,,,,,,,"927,26",,,,,,"9.826,95",,,,,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,"1.176,91",,,,,,-,,,,,,,"1.176,91",,,,,,"12.655,01",,,,,,,,,,
