JACUIPE-AL,,,,,,,,,AL,,,"618,51",,,,,,,-,,,,,,"618,51",,,,,,"1.202,13",,,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,,"618,51",,,,,,,-,,,,,,"618,51",,,,,,"1.202,13",,,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,,"3.940,75",,,,,,,"1.369,36",,,,,,"5.310,11",,,,,,"10.241,07",,,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,,"804,07",,,,,,,-,,,,,,"804,07",,,,,,"1.562,78",,,,,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,,"618,51",,,,,,,-,,,,,,"618,51",,,,,,"1.202,13",,,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,,"804,07",,,,,,,-,,,,,,"804,07",,,,,,"1.562,78",,,,,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,,"103.248,60",,,,,,,"26.375,46",,,,,,"129.624,06",,,,,,"243.416,61",,,,,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,,"865,92",,,,,,,-,,,,,,"865,92",,,,,,"1.683,00",,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,"125.031,23",,,,,,,"90.659,56",,,,,,"215.690,79",,,,,,"401.523,93",,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,"804,07",,,,,,,-,,,,,,"804,07",,,,,,"1.562,78",,,,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,"711,29",,,,,,,-,,,,,,"711,29",,,,,,"1.382,46",,,,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,,"834,99",,,,,,,-,,,,,,"834,99",,,,,,"1.622,88",,,,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,"680,36",,,,,,,-,,,,,,"680,36",,,,,,"1.322,35",,,,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,"649,44",,,,,,,"10.145,75",,,,,,"10.795,19",,,,,,"16.840,92",,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,"711,29",,,,,,,-,,,,,,"711,29",,,,,,"1.382,46",,,,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,"742,22",,,,,,,-,,,,,,"742,22",,,,,,"1.442,57",,,,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,,"129.606,54",,,,,,,"83.017,75",,,,,,"212.624,29",,,,,,"400.546,13",,,,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,"618,51",,,,,,,-,,,,,,"618,51",,,,,,"1.202,13",,,,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,"834,99",,,,,,,-,,,,,,"834,99",,,,,,"1.622,88",,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,"618,51",,,,,,,-,,,,,,"618,51",,,,,,"1.202,13",,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,"773,14",,,,,,,-,,,,,,"773,14",,,,,,"1.502,67",,,,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,"9.390,66",,,,,,,"5.378,77",,,,,,"14.769,43",,,,,,"27.474,60",,,,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,"86.881,59",,,,,,,"1.062,68",,,,,,"87.944,27",,,,,,"168.105,35",,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,"86.183,16",,,,,,,"427,88",,,,,,"86.611,04",,,,,,"166.000,51",,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,"649,44",,,,,,,-,,,,,,"649,44",,,,,,"1.262,25",,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,"804,07",,,,,,,-,,,,,,"804,07",,,,,,"1.562,78",,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,"896,85",,,,,,,-,,,,,,"896,85",,,,,,"1.743,11",,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,"279.011,22",,,,,,,"170.652,03",,,,,,"449.663,25",,,,,,"857.328,90",,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"618,51",,,,,,,-,,,,,,"618,51",,,,,,"1.202,13",,,,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,-,,,,,,,"4.342,92",,,,,,"4.342,92",,,,,,"4.342,92",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"958,70",,,,,,,-,,,,,,"958,70",,,,,,"1.863,32",,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"1.020,55",,,,,,,-,,,,,,"1.020,55",,,,,,"1.983,53",,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"834,99",,,,,,,-,,,,,,"834,99",,,,,,"1.622,88",,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"2.973.831,12",,,,,,,"504.754,05",,,,,,"3.478.585,17",,,,,,"6.439.785,86",,,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"2.763.540,31",,,,,,,"2.708.627,36",,,,,,"5.472.167,67",,,,,,"10.731.657,17",,,,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,,,"3.497,00",,,,,,"3.497,00",,,,,,"6.048,35",,,,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"1.974.125,83",,,,,,,"126.702,83",,,,,,"2.100.828,66",,,,,,"3.807.473,91",,,,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"4.737.666,14",,,,,,,"2.948.636,58",,,,,,"7.686.302,72",,,,,,"14.732.796,70",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,,,"9.869,71",,,,,,"9.869,71",,,,,,"16.814,13",,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,,"29.609,13",,,,,,"29.609,13",,,,,,"50.442,39",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"479.204,65",,,,,,,"287.922,33",,,,,,"767.126,98",,,,,,"1.595.360,92",,,,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"301.383,31",,,,,,,"146.032,78",,,,,,"447.416,09",,,,,,"886.136,60",,,,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"1.455,20",,,,,,,-,,,,,,"1.455,20",,,,,,"2.801,55",,,,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,"1.000,45",,,,,,,-,,,,,,"1.000,45",,,,,,"1.926,06",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,"1.136,88",,,,,,,-,,,,,,"1.136,88",,,,,,"2.188,71",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,"1.000,45",,,,,,,-,,,,,,"1.000,45",,,,,,"1.926,06",,,,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,,"32.671,44",,,,,,,"351.628,09",,,,,,"384.299,53",,,,,,"743.704,13",,,,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,"1.273,30",,,,,,,-,,,,,,"1.273,30",,,,,,"2.451,35",,,,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,"2.890,90",,,,,,,"450,19",,,,,,"3.341,09",,,,,,"6.369,85",,,,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,"281.993,99",,,,,,,"295.210,71",,,,,,"577.204,70",,,,,,"1.134.285,70",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,"173.482,09",,,,,,,"56.989,28",,,,,,"230.471,37",,,,,,"515.936,55",,,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
CATU-BA,,,,,,,,,BA,,,"223.873,16",,,,,,,"102.261,06",,,,,,"326.134,22",,,,,,"760.359,80",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,"1.318,78",,,,,,,-,,,,,,"1.318,78",,,,,,"2.538,91",,,,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,"1.500,68",,,,,,,-,,,,,,"1.500,68",,,,,,"2.889,10",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.273,30",,,,,,,-,,,,,,"1.273,30",,,,,,"2.451,35",,,,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,,"5.346,81",,,,,,,"2.686,08",,,,,,"8.032,89",,,,,,"16.318,43",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,"1.500,68",,,,,,,-,,,,,,"1.500,68",,,,,,"2.889,10",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,"1.000,45",,,,,,,-,,,,,,"1.000,45",,,,,,"1.926,06",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,"1.546,15",,,,,,,-,,,,,,"1.546,15",,,,,,"2.976,64",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,"393.221,36",,,,,,,"257.424,55",,,,,,"650.645,91",,,,,,"1.358.483,64",,,,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,"637.701,46",,,,,,,"424.905,44",,,,,,"1.062.606,90",,,,,,"2.346.667,83",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,"1.500,68",,,,,,,-,,,,,,"1.500,68",,,,,,"2.889,10",,,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,"1.682,58",,,,,,,-,,,,,,"1.682,58",,,,,,"3.239,29",,,,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,,"1.091,40",,,,,,,-,,,,,,"1.091,40",,,,,,"2.101,16",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,"1.819,01",,,,,,,-,,,,,,"1.819,01",,,,,,"3.501,94",,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,"954,98",,,,,,,-,,,,,,"954,98",,,,,,"1.838,52",,,,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,,"1.273,30",,,,,,,-,,,,,,"1.273,30",,,,,,"2.451,35",,,,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,"1.136,88",,,,,,,-,,,,,,"1.136,88",,,,,,"2.188,71",,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,"1.000,45",,,,,,,-,,,,,,"1.000,45",,,,,,"1.926,06",,,,,,,,,,,,
IACU-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,"1.182,35",,,,,,,-,,,,,,"1.182,35",,,,,,"2.276,26",,,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,"1.136,88",,,,,,,-,,,,,,"1.136,88",,,,,,"2.188,71",,,,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,"1.000,45",,,,,,,-,,,,,,"1.000,45",,,,,,"1.926,06",,,,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,"1.819,01",,,,,,,-,,,,,,"1.819,01",,,,,,"3.501,94",,,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,"2.540,95",,,,,,,"600,12",,,,,,"3.141,07",,,,,,"6.217,97",,,,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,"1.045,93",,,,,,,-,,,,,,"1.045,93",,,,,,"2.013,62",,,,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,,"1.409,73",,,,,,,-,,,,,,"1.409,73",,,,,,"2.714,00",,,,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,,"1.500,68",,,,,,,-,,,,,,"1.500,68",,,,,,"2.889,10",,,,,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,,"909,50",,,,,,,-,,,,,,"909,50",,,,,,"1.750,96",,,,,,,,,,,,
IRARA-BA,,,,,,,,,BA,,,"1.227,83",,,,,,,-,,,,,,"1.227,83",,,,,,"2.363,81",,,,,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,,"1.273,30",,,,,,,-,,,,,,"1.273,30",,,,,,"2.451,35",,,,,,,,,,,,
