AMAPA  TOTAL,,,,,,,,,,-,,,,,,,,"23.004,96",,,,,,"23.004,96",,,,,,,"238.262,01",,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
AIQUARA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,"350.951,47",,,,,,,,"203.801,38",,,,,,"554.752,85",,,,,,,"5.200.403,54",,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
ALMADINA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,"1.591,53",,,,,,,,-,,,,,,"1.591,53",,,,,,,"16.373,50",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
ANAGE-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
ANGUERA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
ANTAS-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
APORA-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
APUAREMA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
ARACAS-BA,,,,,,,,BA,,"237.702,61",,,,,,,,"124.101,13",,,,,,"361.803,74",,,,,,,"4.177.810,06",,,,,,,,
ARACI-BA,,,,,,,,BA,,"1.756,17",,,,,,,,-,,,,,,"1.756,17",,,,,,,"18.067,30",,,,,,,,
ARAMARI-BA,,,,,,,,BA,,"2.001,17",,,,,,,,"379,50",,,,,,"2.380,67",,,,,,,"24.994,19",,,,,,,,
ARATACA-BA,,,,,,,,BA,,"1.152,48",,,,,,,,-,,,,,,"1.152,48",,,,,,,"11.856,64",,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
BANZAE-BA,,,,,,,,BA,,"1.152,48",,,,,,,,-,,,,,,"1.152,48",,,,,,,"11.856,64",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,"1.591,53",,,,,,,,-,,,,,,"1.591,53",,,,,,,"16.373,50",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
BARROCAS-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
BELMONTE-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,"1.152,48",,,,,,,,-,,,,,,"1.152,48",,,,,,,"11.856,64",,,,,,,,
BREJOES-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
CAATIBA-BA,,,,,,,,BA,,"1.152,48",,,,,,,,-,,,,,,"1.152,48",,,,,,,"11.856,64",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,"1.591,53",,,,,,,,-,,,,,,"1.591,53",,,,,,,"16.373,50",,,,,,,,
CAEM-BA,,,,,,,,BA,,"1.152,48",,,,,,,,-,,,,,,"1.152,48",,,,,,,"11.856,64",,,,,,,,
CAETANOS-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
CAIRU-BA,,,,,,,,BA,,"41.235,76",,,,,,,,"433.550,52",,,,,,"474.786,28",,,,,,,"4.852.705,17",,,,,,,,
CAMACAN-BA,,,,,,,,BA,,"1.536,64",,,,,,,,-,,,,,,"1.536,64",,,,,,,"15.808,87",,,,,,,,
CAMACARI-BA,,,,,,,,BA,,"2.430,76",,,,,,,,"98,93",,,,,,"2.529,69",,,,,,,"28.270,17",,,,,,,,
CAMAMU-BA,,,,,,,,BA,,"1.591,53",,,,,,,,-,,,,,,"1.591,53",,,,,,,"16.373,50",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,"1.591,53",,,,,,,,-,,,,,,"1.591,53",,,,,,,"16.373,50",,,,,,,,
CANDEAL-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,"214.711,80",,,,,,,,"236.961,49",,,,,,"451.673,29",,,,,,,"4.908.197,25",,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,"1.591,53",,,,,,,,-,,,,,,"1.591,53",,,,,,,"16.373,50",,,,,,,,
CANUDOS-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,"95.887,31",,,,,,,,"24.169,99",,,,,,"120.057,30",,,,,,,"1.401.402,57",,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
CATU-BA,,,,,,,,BA,,"180.010,98",,,,,,,,"99.120,72",,,,,,"279.131,70",,,,,,,"3.135.574,62",,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,"1.536,64",,,,,,,,-,,,,,,"1.536,64",,,,,,,"15.808,87",,,,,,,,
CIPO-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
COARACI-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,"1.811,05",,,,,,,,-,,,,,,"1.811,05",,,,,,,"18.631,89",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
CONDE-BA,,,,,,,,BA,,"3.787,70",,,,,,,,"1.522,73",,,,,,"5.310,43",,,,,,,"64.734,54",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,"1.756,17",,,,,,,,-,,,,,,"1.756,17",,,,,,,"18.067,30",,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,"1.756,17",,,,,,,,-,,,,,,"1.756,17",,,,,,,"18.067,30",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,"213.933,53",,,,,,,,"133.483,11",,,,,,"347.416,64",,,,,,,"3.884.605,26",,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,"477.630,89",,,,,,,,"330.670,61",,,,,,"808.301,50",,,,,,,"13.556.238,11",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,"1.811,05",,,,,,,,-,,,,,,"1.811,05",,,,,,,"18.631,89",,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,"1.975,69",,,,,,,,-,,,,,,"1.975,69",,,,,,,"20.325,70",,,,,,,,
FATIMA-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,"2.195,21",,,,,,,,-,,,,,,"2.195,21",,,,,,,"22.584,13",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,"1.152,48",,,,,,,,-,,,,,,"1.152,48",,,,,,,"11.856,64",,,,,,,,
GANDU-BA,,,,,,,,BA,,"1.536,64",,,,,,,,-,,,,,,"1.536,64",,,,,,,"15.808,87",,,,,,,,
GAVIAO-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
GLORIA-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
GONGOGI-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,"1.372,00",,,,,,,,-,,,,,,"1.372,00",,,,,,,"14.115,05",,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
IACU-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
IBICARAI-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
IBICUI-BA,,,,,,,,BA,,"1.262,24",,,,,,,,-,,,,,,"1.262,24",,,,,,,"12.985,83",,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,"1.426,88",,,,,,,,-,,,,,,"1.426,88",,,,,,,"14.679,67",,,,,,,,
ICHU-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
IGUAI-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
ILHEUS-BA,,,,,,,,BA,,"2.195,21",,,,,,,,-,,,,,,"2.195,21",,,,,,,"22.584,13",,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,"2.991,03",,,,,,,,"713,74",,,,,,"3.704,77",,,,,,,"30.956,21",,,,,,,,
IPECAETA-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
IPIAU-BA,,,,,,,,BA,,"1.701,29",,,,,,,,-,,,,,,"1.701,29",,,,,,,"17.502,70",,,,,,,,
IPIRA-BA,,,,,,,,BA,,"1.811,05",,,,,,,,-,,,,,,"1.811,05",,,,,,,"18.631,89",,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
IRARA-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
ITABELA-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
ITABERABA-BA,,,,,,,,BA,,"1.811,05",,,,,,,,-,,,,,,"1.811,05",,,,,,,"18.631,89",,,,,,,,
ITABUNA-BA,,,,,,,,BA,,"2.195,21",,,,,,,,-,,,,,,"2.195,21",,,,,,,"22.584,13",,,,,,,,
ITACARE-BA,,,,,,,,BA,,"1.481,76",,,,,,,,-,,,,,,"1.481,76",,,,,,,"15.244,25",,,,,,,,
ITAGI-BA,,,,,,,,BA,,"1.207,36",,,,,,,,-,,,,,,"1.207,36",,,,,,,"12.421,24",,,,,,,,
ITAGIBA-BA,,,,,,,,BA,,"1.317,12",,,,,,,,-,,,,,,"1.317,12",,,,,,,"13.550,46",,,,,,,,
ITAGIMIRIM-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,BA,,"1.097,60",,,,,,,,-,,,,,,"1.097,60",,,,,,,"11.292,05",,,,,,,,
